offline_time1,online_time1,offline_time2,online_time2,union_time,intersection_time,ai,bi,ai_prime,bi_prime,ci,di
0.285,1.514,0.272,1.795,0.479,0.317,396,99,396,99,132,66
0.28,1.008,0.271,1.412,0.311,0.225,396,0,396,0,132,33
0.227,0.878,0.223,1.151,0.297,0.212,396,0,396,0,132,0
0.229,1.3,0.227,1.355,0.39,0.261,396,66,396,66,132,99
0.232,1.006,0.238,1.154,0.343,0.212,396,0,396,0,132,0
0.245,1.144,0.223,1.268,0.397,0.275,396,33,396,33,132,33
0.277,1.062,0.268,1.39,0.359,0.257,396,0,396,0,132,0
0.274,1.24,0.271,1.453,0.379,0.28,396,0,396,0,132,33
0.287,1.249,0.273,1.537,0.404,0.277,396,33,396,33,132,33
0.275,1.062,0.266,1.397,0.358,0.253,396,0,396,0,132,0
0.297,1.077,0.292,1.511,0.36,0.256,396,0,396,0,132,0
0.296,1.767,0.277,1.756,0.516,0.354,396,99,396,99,132,132
0.295,1.316,0.315,1.647,0.428,0.316,396,66,396,66,132,33
0.283,1.067,0.267,1.399,0.358,0.257,396,0,396,0,132,0
0.275,1.29,0.271,1.411,0.444,0.275,396,0,396,0,132,33
0.303,1.252,0.281,1.543,0.407,0.274,396,33,396,33,132,33
0.286,1.372,0.28,1.406,0.4,0.294,396,0,396,0,132,66
0.292,1.222,0.275,1.405,0.381,0.273,396,0,396,0,132,33
0.284,1.066,0.279,1.398,0.358,0.256,396,0,396,0,132,0
0.289,1.385,0.292,1.65,0.478,0.335,396,66,396,66,132,33
0.299,1.294,0.275,1.651,0.429,0.295,396,66,396,66,132,33
0.296,1.067,0.272,1.4,0.36,0.254,396,0,396,0,132,0
0.291,1.317,0.27,1.644,0.425,0.317,396,66,396,66,132,33
0.285,1.249,0.285,1.539,0.403,0.276,396,33,396,33,132,33
0.274,1.166,0.267,1.529,0.399,0.276,396,33,396,33,132,0
0.38,1.254,0.275,1.541,0.404,0.28,396,33,396,33,132,33
0.281,1.26,0.273,1.539,0.416,0.273,396,33,396,33,132,33
0.277,1.292,0.272,2.07,0.422,0.294,396,66,396,66,132,33
0.29,1.054,0.277,1.394,0.355,0.254,396,0,396,0,132,0
0.282,1.057,0.278,1.392,0.352,0.255,396,0,396,0,132,0
0.279,1.058,0.277,1.39,0.357,0.254,396,0,396,0,132,0
0.254,0.868,0.225,1.144,0.291,0.209,396,0,396,0,132,0
0.23,0.921,0.228,1.145,0.326,0.226,396,0,396,0,132,0
0.237,0.892,0.225,1.193,0.298,0.212,396,0,396,0,132,0
0.225,0.885,0.234,1.149,0.292,0.225,396,0,396,0,132,0
0.235,1.023,0.228,1.264,0.33,0.226,396,33,396,33,132,33
0.231,1.13,0.227,1.148,0.299,0.209,396,0,396,0,132,0
0.237,1.938,0.233,1.355,0.535,0.267,132,330,132,330,132,264
0.234,1.319,0.308,1.003,0.376,0.208,132,198,132,198,132,132
0.224,0.772,0.468,0.598,0.19,0.103,132,33,132,33,132,33
0.251,1.79,0.23,0.998,0.443,0.251,132,198,132,198,132,264
0.244,0.992,0.236,0.636,0.208,0.136,132,33,132,33,132,66
0.226,0.64,0.244,0.54,0.169,0.102,132,33,132,33,132,0
0.253,1.482,0.234,0.911,0.347,0.222,132,165,132,165,132,198
0.244,1.51,0.24,1.022,0.38,0.226,132,165,132,165,132,132
0.274,1.349,0.279,0.897,0.374,0.186,132,99,132,99,132,99
0.283,0.956,0.28,0.665,0.24,0.148,132,33,132,33,132,33
0.278,1.51,0.279,1.513,0.323,0.179,132,132,132,132,132,99
0.279,1.179,0.276,1.005,0.319,0.185,132,132,132,132,132,66
0.233,0.606,0.222,0.434,0.15,0.087,132,0,132,0,132,0
0.223,1.459,0.34,0.941,0.351,0.185,132,165,132,165,132,198
0.23,1.533,0.233,1.099,0.367,0.204,132,198,132,198,132,198
0.232,1.043,0.249,0.732,0.26,0.138,132,99,132,99,132,99
0.228,1.622,0.27,0.777,0.424,0.225,132,99,132,99,132,198
0.382,1.934,0.436,1.017,0.425,0.244,132,132,132,132,132,231
0.284,1.025,0.274,0.882,0.289,0.165,132,99,132,99,132,33
0.269,1.089,0.272,0.667,0.25,0.145,132,33,132,33,132,66
0.268,0.83,0.266,0.683,0.234,0.126,132,33,132,33,132,0
0.257,1.142,0.229,0.993,0.312,0.184,132,198,132,198,132,99
0.36,1.172,0.243,0.642,0.263,0.155,132,66,132,66,132,132
0.23,1.658,0.233,0.883,0.453,0.182,132,132,132,132,132,231
0.37,1.206,0.339,0.841,0.296,0.171,132,132,132,132,132,132
0.228,1.188,0.222,0.942,0.315,0.184,132,132,132,132,132,66
0.277,1.794,0.309,1.21,0.44,0.244,132,198,132,198,132,198
0.279,1.548,0.282,1.098,0.386,0.205,132,165,132,165,132,132
0.288,1.545,0.279,0.924,0.548,0.12,132,99,132,99,132,99
0.777,0.746,0.333,0.523,0.186,0.106,132,0,132,0,132,0
0.292,1.528,0.281,1.119,0.384,0.205,132,165,132,165,132,132
0.294,1.169,0.276,0.886,0.293,0.2,132,99,132,99,132,66
0.273,1.84,0.281,1.21,0.452,0.264,132,198,132,198,132,198
0.273,1.422,0.279,0.889,0.339,0.187,132,99,132,99,132,132
0.276,1.14,0.272,0.824,0.28,0.145,132,66,132,66,132,66
0.283,0.743,0.279,0.527,0.186,0.108,132,0,132,0,132,0
0.281,1.106,0.304,0.672,0.257,0.168,132,33,132,33,132,66
0.282,2.135,0.289,1.124,0.471,0.267,132,165,132,165,132,264
0.283,1.146,0.279,0.885,0.299,0.167,132,99,132,99,132,66
0.286,2.227,0.286,1.537,0.557,0.343,132,297,132,297,132,264
0.272,0.79,0.277,0.711,0.206,0.125,132,33,132,33,132,0
0.291,1.356,0.296,1.101,0.359,0.207,132,165,132,165,132,99
0.281,1.357,0.283,0.991,0.338,0.185,132,132,132,132,132,99
0.303,1.18,0.283,1.009,0.317,0.187,132,132,132,132,132,66
0.282,1.207,0.279,0.994,0.322,0.204,132,132,132,132,132,66
0.276,1.081,0.317,0.672,0.255,0.148,132,33,132,33,132,66
0.325,1.163,0.273,0.945,0.303,0.17,132,99,132,99,132,66
0.283,1.979,0.283,1.101,0.448,0.307,132,165,132,165,132,231
0.271,1.143,0.274,0.886,0.301,0.165,132,99,132,99,132,66
0.32,0.907,0.273,0.544,0.205,0.128,132,0,132,0,132,33
0.278,0.745,0.286,0.53,0.186,0.108,132,0,132,0,132,0
0.269,1.251,0.277,0.777,0.297,0.168,132,66,132,66,132,99
0.266,0.918,0.272,0.53,0.193,0.109,132,0,132,0,132,0
0.276,0.927,0.275,0.671,0.232,0.128,132,33,132,33,132,33
0.264,0.746,0.267,0.528,0.186,0.108,132,0,132,0,132,0
0.269,0.903,0.277,0.54,0.207,0.128,132,0,132,0,132,33
0.287,0.92,0.301,0.693,0.226,0.126,132,33,132,33,132,33
0.274,0.73,0.27,0.524,0.18,0.105,132,0,132,0,132,0
0.263,0.746,0.271,0.52,0.186,0.108,132,0,132,0,132,0
0.275,1.448,0.277,0.889,0.344,0.207,132,99,132,99,132,132
0.271,1.008,0.272,1.025,0.263,0.149,132,66,132,66,132,33
0.279,0.746,0.27,0.527,0.186,0.109,132,0,132,0,132,0
0.267,0.909,0.272,0.54,0.208,0.129,132,0,132,0,132,33
0.27,0.972,0.272,0.666,0.278,0.126,132,33,132,33,132,33
0.274,1.053,0.313,0.561,0.228,0.148,132,0,132,0,132,66
0.273,0.896,0.287,0.534,0.204,0.124,132,0,132,0,132,33
0.263,0.735,0.268,0.523,0.183,0.105,132,0,132,0,132,0
0.267,0.955,0.267,0.774,0.246,0.144,132,66,132,66,132,33
0.27,0.96,0.27,0.775,0.248,0.145,132,66,132,66,132,33
0.265,0.739,0.273,0.522,0.182,0.106,132,0,132,0,132,0
0.269,0.98,0.272,0.773,0.248,0.165,132,66,132,66,132,33
0.269,1.009,0.271,0.663,0.232,0.126,132,33,132,33,132,33
0.389,0.846,0.343,0.66,0.21,0.125,132,33,132,33,132,0
0.279,0.765,0.281,0.551,0.188,0.104,132,33,132,33,132,33
0.22,0.762,0.226,0.564,0.188,0.103,132,33,132,33,132,33
0.232,0.791,0.234,0.638,0.205,0.119,132,66,132,66,132,33
0.219,0.618,0.228,0.52,0.154,0.087,132,0,132,0,132,0
0.242,0.609,0.226,0.487,0.152,0.086,132,0,132,0,132,0
0.226,0.605,0.224,0.431,0.15,0.087,132,0,132,0,132,0
0.222,0.614,0.26,0.44,0.154,0.087,132,0,132,0,132,0
0.229,0.838,0.238,0.431,0.39,0.078,132,0,132,0,132,0
0.338,0.606,0.373,0.435,0.151,0.086,132,0,132,0,132,0
0.237,0.615,0.228,0.487,0.152,0.09,132,0,132,0,132,0
0.225,0.757,0.229,0.55,0.186,0.104,132,33,132,33,132,33
0.244,0.671,0.228,0.433,0.156,0.087,132,0,132,0,132,0
0.25,2.552,0.259,1.694,0.685,0.376,330,198,330,198,264,132
0.311,1.712,0.281,1.335,0.445,0.256,330,33,330,33,264,33
0.285,2.993,0.288,1.876,0.712,0.448,330,198,330,198,264,264
0.282,1.555,0.275,1.466,0.388,0.24,330,33,330,33,264,66
0.241,2.08,0.235,1.278,0.354,0.211,330,33,330,33,264,0
0.259,2.132,0.237,1.676,0.527,0.326,330,165,330,165,264,198
0.233,2.272,0.234,1.567,0.592,0.355,330,165,330,165,264,132
0.279,2.125,0.283,1.535,0.533,0.311,330,99,330,99,264,99
0.284,1.828,0.295,1.429,0.462,0.314,330,33,330,33,264,33
0.295,2.106,0.282,1.686,0.571,0.313,330,132,330,132,264,99
0.341,1.948,0.351,2.644,0.621,0.317,330,132,330,132,264,66
0.307,1.515,0.305,1.177,0.398,0.232,330,0,330,0,264,0
0.302,2.138,0.493,1.598,0.534,0.313,330,165,330,165,264,198
0.258,2.127,0.26,1.54,0.545,0.312,330,198,330,198,264,198
0.28,1.684,0.233,1.296,0.439,0.24,330,99,330,99,264,99
0.244,2.559,0.236,1.449,0.645,0.366,330,99,330,99,264,198
0.285,2.569,0.467,1.979,0.592,0.321,330,132,330,132,264,231
0.343,1.814,0.28,1.664,0.508,0.299,330,99,330,99,264,33
0.523,1.921,0.381,1.396,0.479,0.275,330,33,330,33,264,66
0.285,1.577,0.276,1.309,0.422,0.27,330,33,330,33,264,0
0.296,2.252,0.289,1.863,0.604,0.361,330,198,330,198,264,99
0.283,2.192,0.279,1.432,0.532,0.321,330,66,330,66,264,132
0.282,2.674,0.29,1.649,0.643,0.374,330,132,330,132,264,231
0.3,2.398,0.284,1.671,0.585,0.334,330,132,330,132,264,132
0.288,1.968,0.298,1.649,0.539,0.319,330,132,330,132,264,66
0.283,2.661,0.289,1.91,0.671,0.381,330,198,330,198,264,198
0.302,2.264,0.291,1.756,0.591,0.341,330,165,330,165,264,132
0.292,2.064,0.279,1.609,0.541,0.294,330,99,330,99,264,99
0.295,1.54,0.283,1.178,0.402,0.255,330,0,330,0,264,0
0.305,2.322,0.284,1.751,0.604,0.335,330,165,330,165,264,132
0.288,1.941,0.289,1.539,0.516,0.315,330,99,330,99,264,66
0.56,2.615,0.344,1.949,0.672,0.392,330,198,330,198,264,198
0.322,2.303,0.307,1.553,0.58,0.312,330,99,330,99,264,132
0.287,1.876,0.277,1.429,0.492,0.272,330,66,330,66,264,66
0.274,1.593,0.275,1.182,0.47,0.238,330,0,330,0,264,0
0.287,1.885,0.284,1.324,0.476,0.295,330,33,330,33,264,66
0.286,2.849,0.286,1.758,0.684,0.402,330,165,330,165,264,264
0.302,1.927,0.294,1.537,0.518,0.295,330,99,330,99,264,66
0.297,3.013,0.293,2.188,0.77,0.481,330,297,330,297,264,264
0.28,1.498,0.286,1.307,0.407,0.21,330,33,330,33,264,0
0.245,1.783,0.239,1.624,0.431,0.249,330,165,330,165,264,99
0.467,1.838,0.347,1.575,0.515,0.262,330,132,330,132,264,99
0.259,1.854,0.235,1.362,0.618,0.323,330,132,330,132,264,66
0.859,2.447,0.303,1.929,0.534,0.335,330,132,330,132,264,66
0.283,1.85,0.277,1.317,0.467,0.273,330,33,330,33,264,66
0.281,2.428,0.295,1.845,0.518,0.635,330,99,330,99,264,66
0.286,2.776,0.285,2.721,0.667,0.446,330,165,330,165,264,231
0.299,1.799,0.281,1.575,0.527,0.244,330,99,330,99,264,66
0.236,1.386,0.358,1.098,0.35,0.208,330,0,330,0,264,33
0.23,1.257,0.449,1.289,0.336,0.191,330,0,330,0,264,0
0.235,1.687,0.251,1.262,0.434,0.243,330,66,330,66,264,99
0.237,1.317,0.232,1.02,0.35,0.232,330,0,330,0,264,0
0.285,1.743,0.288,1.32,0.444,0.252,330,33,330,33,264,33
0.301,1.571,0.279,1.225,0.404,0.28,330,0,330,0,264,0
0.279,1.676,0.278,1.2,0.422,0.252,330,0,330,0,264,33
0.276,1.415,0.276,1.273,0.368,0.209,330,33,330,33,264,33
0.259,1.247,0.232,0.967,0.329,0.191,330,0,330,0,264,0
0.231,1.317,0.23,0.967,0.372,0.191,330,0,330,0,264,0
0.236,1.854,0.237,1.278,0.456,0.282,330,99,330,99,264,132
0.278,1.757,0.273,1.448,0.467,0.279,330,66,330,66,264,33
0.278,1.588,0.274,1.221,0.457,0.233,330,0,330,0,264,0
0.284,1.72,0.281,1.226,0.421,0.252,330,0,330,0,264,33
0.284,1.731,0.307,1.245,0.465,0.257,330,33,330,33,264,33
0.284,1.861,0.365,1.191,0.471,0.276,330,0,330,0,264,66
0.292,1.692,0.334,1.191,0.431,0.255,330,0,330,0,264,33
0.348,1.592,0.292,1.229,0.399,0.307,330,0,330,0,264,0
0.282,1.784,0.282,1.426,0.466,0.31,330,66,330,66,264,33
0.299,1.726,0.338,1.443,0.467,0.272,330,66,330,66,264,33
0.277,1.529,0.279,1.174,0.403,0.235,330,0,330,0,264,0
0.281,1.805,0.276,1.433,0.475,0.295,330,66,330,66,264,33
0.277,1.704,0.275,1.323,0.446,0.252,330,33,330,33,264,33
0.275,2.183,0.279,1.304,0.427,0.255,330,33,330,33,264,0
0.287,1.704,0.283,1.321,0.446,0.256,330,33,330,33,264,33
0.281,1.702,0.277,1.322,0.444,0.252,330,33,330,33,264,33
0.45,1.755,0.28,1.504,0.477,0.272,330,66,330,66,264,33
0.277,1.517,0.277,1.178,0.399,0.233,330,0,330,0,264,0
0.272,1.527,0.275,1.221,0.402,0.233,330,0,330,0,264,0
0.289,1.522,0.28,1.18,0.402,0.234,330,0,330,0,264,0
0.272,1.584,0.281,1.176,0.404,0.233,330,0,330,0,264,0
0.398,1.524,0.274,1.19,0.403,0.236,330,0,330,0,264,0
0.274,1.526,0.277,1.178,0.398,0.242,330,0,330,0,264,0
0.274,1.522,0.285,1.175,0.402,0.235,330,0,330,0,264,0
0.28,1.495,0.285,1.324,0.371,0.214,330,33,330,33,264,33
0.232,1.324,0.242,0.976,0.384,0.191,330,0,330,0,264,0
0.239,0.834,0.305,0.738,0.223,0.138,198,33,198,33,132,33
0.234,1.823,0.236,1.176,0.443,0.287,198,198,198,198,132,264
0.226,1.009,0.232,0.732,0.241,0.212,198,33,198,33,132,66
0.304,0.869,0.295,0.895,0.249,0.17,198,33,198,33,132,0
0.309,1.921,0.28,1.321,0.466,0.316,198,165,198,165,132,198
0.291,1.581,0.281,1.32,0.418,0.269,198,165,198,165,132,132
0.324,1.395,0.295,1.145,0.367,0.231,198,99,198,99,132,99
0.277,1.039,0.275,0.886,0.274,0.193,198,33,198,33,132,33
0.331,1.394,0.278,1.216,0.381,0.227,198,132,198,132,132,99
0.277,1.268,0.276,1.219,0.359,0.229,198,132,198,132,132,66
0.269,0.824,0.27,0.744,0.229,0.147,198,0,198,0,132,0
0.283,1.854,0.303,1.321,0.47,0.273,198,165,198,165,132,198
0.286,1.905,0.281,1.428,0.491,0.29,198,198,198,198,132,198
0.273,1.357,0.346,1.109,0.36,0.211,198,99,198,99,132,99
0.275,1.65,0.28,1.1,0.344,0.221,198,99,198,99,132,198
0.228,1.621,0.246,0.993,0.383,0.235,198,132,198,132,132,231
0.227,0.895,0.223,0.908,0.258,0.17,198,99,198,99,132,33
0.222,0.951,0.222,0.725,0.238,0.154,198,33,198,33,132,66
0.222,0.814,0.222,0.719,0.253,0.193,198,33,198,33,132,0
0.244,1.263,0.235,1.215,0.394,0.223,198,198,198,198,132,99
0.228,2.081,0.233,0.816,0.879,0.169,198,66,198,66,132,132
0.354,1.76,0.234,1.806,0.406,0.246,198,132,198,132,132,231
0.269,1.306,0.229,0.997,0.353,0.214,198,132,198,132,132,132
0.229,1.04,0.224,1.04,0.293,0.186,198,132,198,132,132,66
0.229,1.55,0.229,1.185,0.4,0.235,198,198,198,198,132,198
0.227,1.62,0.226,1.153,0.545,0.212,198,165,198,165,132,132
0.239,1.161,0.233,0.916,0.295,0.219,198,99,198,99,132,99
0.278,0.842,0.277,0.801,0.226,0.167,198,0,198,0,132,0
0.285,1.605,0.289,1.336,0.425,0.247,198,165,198,165,132,132
0.299,1.298,0.279,1.102,0.341,0.227,198,99,198,99,132,66
0.296,1.788,0.297,1.429,0.399,0.256,198,198,198,198,132,198
0.244,1.283,0.248,1.023,0.309,0.19,198,99,198,99,132,132
0.232,1.131,0.231,0.815,0.394,0.136,198,66,198,66,132,66
0.36,0.696,0.34,0.726,0.188,0.121,198,0,198,0,132,0
0.226,0.977,0.229,0.738,0.244,0.173,198,33,198,33,132,66
0.231,2.15,0.235,1.086,0.448,0.339,198,165,198,165,132,264
0.277,1.252,0.271,1.14,0.359,0.208,198,99,198,99,132,66
0.919,2.331,0.342,1.772,0.613,0.391,198,297,198,297,132,264
0.287,0.866,0.529,1.07,0.248,0.168,198,33,198,33,132,0
1.175,1.274,0.241,1.089,0.384,0.207,198,165,198,165,132,99
0.245,1.237,0.238,1.07,0.313,0.187,198,132,198,132,132,99
0.236,1.088,0.231,1.071,0.303,0.224,198,132,198,132,132,66
0.237,1.177,0.23,0.994,0.387,0.23,198,132,198,132,132,66
0.276,1.273,0.276,0.866,0.298,0.284,198,33,198,33,132,66
0.286,1.236,0.987,1.21,0.336,0.206,198,99,198,99,132,66
0.314,2.324,0.283,1.335,0.488,0.353,198,165,198,165,132,231
0.285,1.271,0.282,1.469,0.382,0.207,198,99,198,99,132,66
0.285,1.029,0.28,0.755,0.246,0.171,198,0,198,0,132,33
0.279,0.824,0.277,0.751,0.225,0.148,198,0,198,0,132,0
0.304,1.881,0.325,1.086,0.346,0.21,198,66,198,66,132,99
0.273,0.823,0.273,0.741,0.228,0.148,198,0,198,0,132,0
0.277,1.072,0.27,0.884,0.298,0.162,198,33,198,33,132,33
0.335,0.827,0.476,0.793,0.228,0.148,198,0,198,0,132,0
0.277,0.989,0.283,0.756,0.249,0.17,198,0,198,0,132,33
0.274,1.01,0.274,0.888,0.274,0.167,198,33,198,33,132,33
0.271,1.003,0.273,0.759,0.231,0.147,198,0,198,0,132,0
0.3,0.826,0.273,0.745,0.227,0.149,198,0,198,0,132,0
0.278,1.532,0.277,1.106,0.385,0.25,198,99,198,99,132,132
0.273,1.056,0.275,1.048,0.294,0.187,198,66,198,66,132,33
0.274,0.831,0.271,0.743,0.229,0.15,198,0,198,0,132,0
0.272,0.987,0.27,0.757,0.251,0.169,198,0,198,0,132,33
0.273,1.011,0.278,0.886,0.274,0.17,198,33,198,33,132,33
0.293,1.143,0.39,0.778,0.275,0.186,198,0,198,0,132,66
0.269,0.98,0.275,0.754,0.245,0.167,198,0,198,0,132,33
0.269,0.817,0.269,0.738,0.221,0.147,198,0,198,0,132,0
0.272,1.067,0.27,1.014,0.3,0.191,198,66,198,66,132,33
0.283,1.065,0.282,1.002,0.301,0.194,198,66,198,66,132,33
0.279,0.827,0.302,0.746,0.225,0.15,198,0,198,0,132,0
0.271,1.153,0.27,0.998,0.327,0.257,198,66,198,66,132,33
0.365,1.027,0.29,0.904,0.28,0.174,198,33,198,33,132,33
0.282,0.871,0.277,0.874,0.25,0.17,198,33,198,33,132,0
0.276,1.024,0.276,0.888,0.287,0.167,198,33,198,33,132,33
0.276,1.044,0.276,0.924,0.282,0.168,198,33,198,33,132,33
0.283,1.057,0.278,0.996,0.296,0.19,198,66,198,66,132,33
0.282,0.826,0.286,0.744,0.228,0.15,198,0,198,0,132,0
0.279,0.939,0.284,0.744,0.248,0.151,198,0,198,0,132,0
0.282,0.828,0.281,0.754,0.23,0.148,198,0,198,0,132,0
0.282,0.822,0.279,0.747,0.225,0.147,198,0,198,0,132,0
0.283,0.824,0.305,0.749,0.226,0.147,198,0,198,0,132,0
0.346,0.821,0.282,0.749,0.225,0.147,198,0,198,0,132,0
0.279,0.828,0.277,0.744,0.228,0.15,198,0,198,0,132,0
0.271,1.013,0.27,0.886,0.275,0.168,198,33,198,33,132,33
0.272,0.822,0.266,0.746,0.225,0.15,198,0,198,0,132,0
0.389,1.591,0.36,0.901,0.363,0.219,33,198,33,198,33,264
0.263,0.55,0.272,0.342,0.119,0.08,33,33,33,33,33,66
0.263,0.236,0.264,0.328,0.073,0.041,33,33,33,33,33,0
0.268,1.454,0.274,0.773,0.292,0.181,33,165,33,165,33,198
0.296,0.962,0.319,0.78,0.249,0.14,33,165,33,165,33,132
0.273,0.739,0.289,0.557,0.183,0.098,33,99,33,99,33,99
0.268,0.398,0.266,0.339,0.092,0.06,33,33,33,33,33,33
0.269,0.759,0.27,0.664,0.203,0.098,33,132,33,132,33,99
0.265,0.635,0.266,0.665,0.183,0.102,33,132,33,132,33,66
0.264,0.194,0.265,0.198,0.051,0.021,33,0,33,0,33,0
0.268,1.002,0.262,0.639,0.241,0.115,33,165,33,165,33,198
0.223,1.029,0.224,0.725,0.254,0.129,33,198,33,198,33,198
0.217,0.614,0.222,0.952,0.156,0.065,33,99,33,99,33,99
0.29,0.97,0.23,0.461,0.204,0.117,33,99,33,99,33,198
0.222,1.15,0.224,0.552,0.283,0.132,33,132,33,132,33,231
0.251,0.433,0.222,0.46,0.115,0.065,33,99,33,99,33,33
0.288,0.447,0.219,0.287,0.097,0.062,33,33,33,33,33,66
0.224,0.193,0.225,0.27,0.059,0.033,33,33,33,33,33,0
0.24,0.76,0.227,0.768,0.204,0.115,33,198,33,198,33,99
0.249,0.695,0.24,0.367,0.147,0.082,33,66,33,66,33,132
0.237,1.104,0.226,0.546,0.238,0.131,33,132,33,132,33,231
0.221,0.756,0.223,0.635,0.189,0.097,33,132,33,132,33,132
0.273,0.577,0.221,0.695,0.162,0.073,33,132,33,132,33,66
0.371,1.29,0.265,0.931,0.333,0.16,33,198,33,198,33,198
0.274,0.95,0.279,0.84,0.254,0.125,33,165,33,165,33,132
0.271,0.722,0.272,0.556,0.184,0.079,33,99,33,99,33,99
0.295,0.175,0.309,0.225,0.044,0.015,33,0,33,0,33,0
0.34,0.942,0.274,0.871,0.251,0.118,33,165,33,165,33,132
0.269,0.541,0.269,0.63,0.133,0.084,33,99,33,99,33,66
0.247,1.049,0.237,0.731,0.258,0.145,33,198,33,198,33,198
0.217,0.723,0.224,0.48,0.171,0.081,33,99,33,99,33,132
0.271,0.455,0.222,0.373,0.115,0.049,33,66,33,66,33,66
0.214,0.161,0.218,0.162,0.042,0.018,33,0,33,0,33,0
0.213,0.452,0.222,0.279,0.095,0.065,33,33,33,33,33,66
0.244,1.362,0.227,0.643,0.279,0.147,33,165,33,165,33,264
0.223,0.519,0.222,0.47,0.168,0.059,33,99,33,99,33,66
0.304,1.701,0.28,1.213,0.427,0.272,33,297,33,297,33,264
0.269,0.24,0.268,0.328,0.071,0.044,33,33,33,33,33,0
0.276,0.81,0.272,0.777,0.231,0.12,33,165,33,165,33,99
0.274,0.881,0.289,0.665,0.205,0.099,33,132,33,132,33,99
0.272,0.635,0.274,0.666,0.183,0.102,33,132,33,132,33,66
0.267,0.54,0.271,0.622,0.15,0.099,33,132,33,132,33,66
0.224,0.51,0.221,0.28,0.097,0.049,33,33,33,33,33,66
0.226,0.482,0.302,0.482,0.12,0.056,33,99,33,99,33,66
0.358,1.237,0.517,0.772,0.263,0.18,33,165,33,165,33,231
0.233,0.488,0.221,0.464,0.134,0.065,33,99,33,99,33,66
0.218,0.303,0.262,0.176,0.06,0.033,33,0,33,0,33,33
0.219,0.286,0.22,0.164,0.129,0.018,33,0,33,0,33,0
0.241,0.585,0.233,0.373,0.139,0.065,33,66,33,66,33,99
0.215,0.16,0.218,0.162,0.043,0.017,33,0,33,0,33,0
0.216,0.311,0.222,0.333,0.076,0.033,33,33,33,33,33,33
0.217,0.194,0.218,0.174,0.051,0.021,33,0,33,0,33,0
0.26,0.362,0.272,0.253,0.073,0.04,33,0,33,0,33,33
0.263,0.377,0.269,0.339,0.096,0.04,33,33,33,33,33,33
0.262,0.212,0.267,0.2,0.049,0.021,33,0,33,0,33,0
0.262,0.193,0.262,0.197,0.049,0.021,33,0,33,0,33,0
0.268,0.895,0.373,0.546,0.207,0.118,33,99,33,99,33,132
0.723,0.424,0.281,0.474,0.12,0.061,33,66,33,66,33,33
0.334,0.196,0.266,0.21,0.053,0.021,33,0,33,0,33,0
0.26,0.354,0.265,0.209,0.072,0.04,33,0,33,0,33,33
0.261,0.426,0.265,0.381,0.113,0.04,33,33,33,33,33,33
0.268,0.502,0.275,0.206,0.091,0.06,33,0,33,0,33,66
0.259,0.355,0.27,0.207,0.073,0.04,33,0,33,0,33,33
0.261,0.197,0.372,0.201,0.053,0.021,33,0,33,0,33,0
0.267,0.421,0.269,0.522,0.115,0.06,33,66,33,66,33,33
0.265,0.42,0.268,0.451,0.118,0.06,33,66,33,66,33,33
0.259,0.222,0.268,0.197,0.079,0.021,33,0,33,0,33,0
0.264,0.447,0.279,0.445,0.126,0.079,33,66,33,66,33,33
0.27,0.378,0.273,0.342,0.096,0.04,33,33,33,33,33,33
0.269,0.234,0.269,0.328,0.072,0.04,33,33,33,33,33,0
0.268,0.41,0.325,0.439,0.102,0.041,33,33,33,33,33,33
0.271,0.452,0.267,0.338,0.097,0.04,33,33,33,33,33,33
0.267,0.426,0.268,0.577,0.119,0.059,33,66,33,66,33,33
0.267,0.243,0.268,0.2,0.053,0.021,33,0,33,0,33,0
0.269,0.194,0.269,0.203,0.051,0.021,33,0,33,0,33,0
0.261,0.196,0.262,0.197,0.051,0.021,33,0,33,0,33,0
0.273,0.194,0.284,0.208,0.051,0.021,33,0,33,0,33,0
0.259,0.192,0.268,0.205,0.049,0.021,33,0,33,0,33,0
0.287,0.198,0.264,0.206,0.051,0.021,33,0,33,0,33,0
0.259,0.198,0.274,0.203,0.051,0.021,33,0,33,0,33,0
0.26,0.383,0.274,0.342,0.096,0.041,33,33,33,33,33,33
0.265,0.194,0.296,0.204,0.051,0.021,33,0,33,0,33,0
0.294,1.773,0.279,0.889,0.387,0.274,198,33,198,33,264,66
0.322,1.447,0.359,0.886,0.334,0.232,198,33,198,33,264,0
0.287,2.478,0.289,1.318,0.558,0.376,198,165,198,165,264,198
0.339,2.194,0.286,1.328,0.517,0.341,198,165,198,165,264,132
0.309,1.963,0.286,1.107,0.447,0.294,198,99,198,99,264,99
0.279,1.719,0.284,1.068,0.366,0.255,198,33,198,33,264,33
0.295,1.988,0.299,1.215,0.47,0.294,198,132,198,132,264,99
0.277,1.896,0.276,1.212,0.443,0.343,198,132,198,132,264,66
0.277,1.416,0.278,0.745,0.316,0.214,198,0,198,0,264,0
0.28,2.438,0.288,1.322,0.556,0.338,198,165,198,165,264,198
0.329,2.498,0.289,1.446,0.587,0.361,198,198,198,198,264,198
0.287,2.007,0.286,1.103,0.446,0.304,198,99,198,99,264,99
0.285,2.403,0.288,1.108,0.515,0.341,198,99,198,99,264,198
0.285,2.582,0.289,1.217,0.563,0.361,198,132,198,132,264,231
0.375,1.691,0.295,1.114,0.41,0.274,198,99,198,99,264,33
0.279,1.752,0.285,0.885,0.386,0.253,198,33,198,33,264,66
