offline_time1,online_time1,offline_time2,online_time2,union_time,intersection_time,ai,bi,ai_prime,bi_prime,ci,di
2.153,1.951,1.857,1.627,0.525,0.421,297,264,297,264,198,165
2.259,2.421,2.105,1.716,0.523,0.449,297,264,297,264,198,297
1.801,2.405,1.377,1.65,0.584,0.373,297,165,297,165,198,198
3.225,1.788,0.291,1.442,0.471,0.313,297,99,297,99,198,99
0.94,1.844,0.727,2.033,0.459,0.301,297,264,297,264,198,165
0.912,2.089,1.283,1.509,0.431,0.285,297,198,297,198,198,165
4.229,17.098,5.648,4.341,0.958,0.56,297,693,297,693,198,726
0.883,2.211,1.701,1.941,0.58,0.363,297,330,297,330,198,231
0.347,3.691,0.534,14.669,0.933,0.633,297,297,297,297,198,297
0.367,2.073,0.915,1.681,0.562,0.229,297,66,297,66,198,99
1.299,2.12,0.911,1.754,0.493,0.345,297,264,297,264,198,231
0.349,1.753,0.344,1.426,0.433,0.256,297,165,297,165,198,165
0.332,5.651,0.375,1.251,0.322,0.199,297,66,297,66,198,33
0.354,1.929,2.256,3.936,0.418,0.29,297,132,297,132,198,198
0.35,9.145,0.343,1.283,0.384,0.259,297,99,297,99,198,165
0.55,1.933,1.043,1.544,0.42,0.295,297,165,297,165,198,165
0.39,11.996,0.341,1.454,0.393,10.601,297,165,297,165,198,132
0.586,1.774,0.612,1.71,0.452,0.315,297,264,297,264,198,132
0.48,2.331,0.733,1.751,0.502,0.36,297,264,297,264,198,264
0.647,2,0.911,1.545,0.513,0.351,297,33,297,33,198,66
0.635,11.23,0.627,1.675,0.535,7.704,297,66,297,66,198,66
0.721,1.604,0.548,1.342,0.382,0.243,297,132,297,132,198,132
0.735,2.376,0.579,1.973,0.517,0.287,297,231,297,231,198,198
0.342,1.823,0.399,1.592,0.488,0.326,297,33,297,33,198,33
15.72,1.821,2.792,1.634,0.46,0.257,297,132,297,132,198,165
0.339,21.176,0.33,1.217,0.269,0.185,297,0,297,0,198,33
0.444,2.342,0.536,1.764,0.649,0.258,297,99,297,99,198,132
2.152,3.473,1.3,4.412,0.864,0.711,297,429,297,429,198,330
0.385,2.163,0.648,1.382,0.507,0.377,297,0,297,0,198,99
1.675,2.666,1.014,4.019,0.814,0.559,297,297,297,297,198,99
1.201,20.651,0.45,11.94,12.206,0.623,297,396,297,396,198,132
0.425,2.635,0.413,1.647,0.727,0.425,297,132,297,132,198,132
0.935,2.251,0.934,9.789,0.54,0.334,297,330,297,330,198,264
0.75,1.668,0.718,1.526,0.414,0.275,297,198,297,198,198,132
0.491,1.703,0.367,1.089,0.483,0.323,297,33,297,33,198,33
0.934,2.896,1.499,2.236,0.565,0.314,297,198,297,198,198,264
0.343,1.323,0.527,1.637,0.3,0.223,297,33,297,33,198,66
0.385,1.128,0.392,1.466,0.268,0.185,297,33,297,33,198,0
0.348,1.991,0.339,1.587,0.425,0.285,297,165,297,165,198,198
0.549,1.829,0.565,1.755,0.44,0.259,297,165,297,165,198,132
0.369,2.292,0.505,1.513,0.6,0.402,297,99,297,99,198,99
0.359,1.643,6.057,1.963,0.38,0.273,297,33,297,33,198,33
0.289,1.853,0.282,1.535,0.488,0.313,297,132,297,132,198,99
0.32,1.703,0.278,1.538,0.464,0.313,297,132,297,132,198,66
0.277,1.226,0.272,1.064,0.331,0.233,297,0,297,0,198,0
0.283,3.832,0.508,1.644,0.576,0.356,297,165,297,165,198,198
0.3,2.298,0.285,1.752,0.59,0.383,297,198,297,198,198,198
0.277,1.512,0.284,1.288,0.35,0.26,297,99,297,99,198,99
0.353,1.882,0.385,1.236,0.391,0.269,297,99,297,99,198,198
0.338,1.978,0.374,1.605,0.43,0.272,297,132,297,132,198,231
0.391,2.54,0.336,1.388,0.428,1.258,297,99,297,99,198,33
0.773,1.281,0.531,1.048,0.3,0.199,297,33,297,33,198,66
0.338,1.057,0.329,1.072,0.269,0.188,297,33,297,33,198,0
0.571,2.413,0.502,2.137,0.677,0.459,297,198,297,198,198,99
0.602,2.414,0.362,1.695,0.596,0.402,297,66,297,66,198,132
0.637,2.118,1.202,1.69,0.424,0.345,297,132,297,132,198,231
1.055,2.71,0.529,1.895,0.412,0.242,297,132,297,132,198,132
0.37,1.382,0.333,1.322,0.343,0.228,297,132,297,132,198,66
0.343,2.955,0.533,1.941,0.764,0.475,297,198,297,198,198,198
0.395,1.969,0.644,1.768,0.528,0.332,297,165,297,165,198,132
0.523,7.498,0.281,1.433,6.28,0.216,297,99,297,99,198,99
0.463,1.138,0.354,1.45,0.254,0.171,297,0,297,0,198,0
0.542,1.927,0.337,1.953,0.394,0.291,297,165,297,165,198,132
0.6,13.381,0.404,4.363,0.452,0.312,297,99,297,99,198,66
3.265,2.474,1.833,1.823,0.671,0.46,297,198,297,198,198,198
0.661,4.54,0.396,6.245,0.38,0.467,297,99,297,99,198,132
0.525,1.624,0.571,1.332,0.418,0.202,297,66,297,66,198,66
0.343,1.011,0.328,0.936,0.251,0.17,297,0,297,0,198,0
0.472,1.76,0.564,1.224,0.403,0.296,297,33,297,33,198,66
0.521,7.447,0.365,2.114,0.46,0.285,297,165,297,165,198,264
0.347,1.88,0.371,7.877,0.569,0.374,297,99,297,99,198,66
0.432,3.486,0.364,2.66,0.904,0.605,297,297,297,297,198,264
0.721,1.056,0.481,1.267,0.27,0.184,297,33,297,33,198,0
0.554,2.523,0.525,1.621,1.233,0.254,297,165,297,165,198,99
0.356,1.66,0.336,1.434,0.373,0.228,297,132,297,132,198,99
0.346,2.137,0.334,1.542,0.47,0.405,297,132,297,132,198,66
0.671,2.171,0.357,1.96,0.597,0.433,297,132,297,132,198,66
0.356,2.035,0.356,1.614,0.518,0.348,297,33,297,33,198,66
0.361,2.081,0.35,1.82,0.568,0.372,297,99,297,99,198,66
0.36,3.156,0.378,2.105,0.761,0.55,297,165,297,165,198,231
0.637,5.115,0.354,3.245,0.576,3.405,297,99,297,99,198,66
0.486,1.476,0.34,0.99,0.33,0.323,297,0,297,0,198,33
0.37,1.174,0.408,1.004,0.404,0.171,297,0,297,0,198,0
0.554,1.476,0.675,1.567,0.332,0.212,297,66,297,66,198,99
0.337,1.066,0.357,1.074,0.3,0.175,297,0,297,0,198,0
0.562,1.54,0.383,1.606,0.457,0.283,297,33,297,33,198,33
0.348,1.131,0.329,1.463,0.255,0.17,297,0,297,0,198,0
0.337,1.562,0.353,0.995,0.543,0.322,297,0,297,0,198,33
0.374,1.668,0.406,1.563,0.481,0.189,297,33,297,33,198,33
0.344,11.415,0.408,0.939,0.541,9.976,297,0,297,0,198,0
0.347,9.52,0.327,0.922,0.258,0.171,297,0,297,0,198,0
0.351,2.119,4.107,2.252,0.446,0.35,297,99,297,99,198,132
1.028,1.919,0.752,2.002,0.521,0.348,297,66,297,66,198,33
0.556,1.418,0.39,1.498,0.394,0.171,297,0,297,0,198,0
0.353,1.824,0.39,1.592,0.464,0.282,297,0,297,0,198,33
0.405,1.85,0.863,1.55,0.497,0.334,297,33,297,33,198,33
2.772,1.319,0.704,1.24,0.285,0.203,297,0,297,0,198,66
0.57,1.939,0.378,19.71,0.512,0.324,297,0,297,0,198,33
0.368,1.055,0.36,0.997,0.254,0.197,297,0,297,0,198,0
0.339,2.196,0.33,1.28,0.315,0.728,297,66,297,66,198,33
0.642,1.434,0.448,2.082,0.401,0.2,297,66,297,66,198,33
0.338,1.558,0.363,0.936,0.446,0.296,297,0,297,0,198,0
0.355,1.89,0.351,1.683,0.512,0.376,297,66,297,66,198,33
0.354,1.8,0.35,1.543,0.477,0.322,297,33,297,33,198,33
0.369,1.65,0.355,1.53,0.273,0.184,297,33,297,33,198,0
0.342,1.18,0.332,1.093,0.288,0.188,297,33,297,33,198,33
0.518,1.812,0.352,1.551,0.487,0.322,297,33,297,33,198,33
0.349,1.298,0.636,3.736,0.365,0.199,297,66,297,66,198,33
0.36,1.008,0.329,0.958,0.25,0.17,297,0,297,0,198,0
0.331,1.007,0.327,0.985,0.248,0.169,297,0,297,0,198,0
0.355,1.067,0.326,1.033,0.25,0.17,297,0,297,0,198,0
0.476,1.153,0.331,1.06,0.316,0.172,297,0,297,0,198,0
0.34,1.6,0.329,1.577,0.432,0.298,297,0,297,0,198,0
0.368,1.571,0.356,1.362,0.426,0.296,297,0,297,0,198,0
0.351,1.692,0.387,1.359,0.528,0.303,297,0,297,0,198,0
0.372,1.806,0.365,1.553,0.481,0.323,297,33,297,33,198,33
0.354,1.576,0.355,1.361,0.424,0.298,297,0,297,0,198,0
0.376,3.435,0.39,2.384,0.915,0.548,264,264,264,264,165,297
0.367,2.672,0.37,1.96,0.669,0.446,264,165,264,165,165,198
0.349,2.036,0.347,1.678,0.529,0.371,264,99,264,99,165,99
0.358,2.667,0.357,3.131,0.733,0.497,264,264,264,264,165,165
0.373,2.006,0.367,1.711,0.524,0.371,264,198,264,198,165,165
0.318,14.412,0.303,6.426,1.249,10.421,264,693,264,693,165,726
0.726,2.801,0.368,2.177,0.867,0.608,264,330,264,330,165,231
0.381,4.22,0.386,2.179,0.697,0.482,264,297,264,297,165,297
0.285,3.887,0.292,1.151,0.405,0.291,264,66,264,66,165,99
0.296,2.894,0.669,1.853,0.659,0.777,264,264,264,264,165,231
0.411,1.61,0.358,1.472,0.38,0.24,264,165,264,165,165,165
0.408,1.045,0.368,1.057,0.266,0.183,264,66,264,66,165,33
0.341,3.139,0.338,1.387,1.7,0.352,264,132,264,132,165,198
0.299,4.29,0.352,1.356,0.72,0.53,264,99,264,99,165,165
0.294,2.746,0.293,1.789,0.601,0.901,264,165,264,165,165,165
0.359,2.565,0.354,6.165,0.733,0.504,264,165,264,165,165,132
0.424,2.489,0.407,2.374,0.7,0.511,264,264,264,264,165,132
0.375,6.955,0.366,18.091,3.742,1.695,264,264,264,264,165,264
0.383,1.34,1.362,1.511,0.341,0.183,264,33,264,33,165,66
0.345,2.068,0.331,1.208,1.086,0.187,264,66,264,66,165,66
0.361,2.299,0.354,1.82,0.598,0.396,264,132,264,132,165,132
0.362,2.296,0.357,1.825,0.755,0.32,264,231,264,231,165,198
0.359,1.592,0.356,1.41,0.432,0.295,264,33,264,33,165,33
0.35,2.48,0.385,2.409,0.624,0.423,264,132,264,132,165,165
0.382,1.209,0.352,9.295,0.304,0.169,264,0,264,0,165,33
0.355,1.555,0.336,1.433,0.33,0.239,264,99,264,99,165,132
0.359,3.218,0.349,2.187,1.01,0.676,264,429,264,429,165,330
0.364,1.94,0.371,1.24,0.455,0.345,264,0,264,0,165,99
0.364,2.272,0.37,2.512,0.765,0.298,264,297,264,297,165,99
0.362,1.759,0.341,2.211,0.525,0.337,264,396,264,396,165,132
0.557,1.584,0.353,1.788,0.348,0.229,264,132,264,132,165,132
0.433,4.024,0.344,2.679,1.614,0.552,264,330,264,330,165,264
0.375,6.677,0.358,2.102,0.645,4.748,264,198,264,198,165,132
0.345,3.102,0.334,7.347,2.339,0.169,264,33,264,33,165,33
1.035,7.65,0.438,2.22,0.515,0.296,264,198,264,198,165,264
0.368,1.408,0.333,1.032,0.298,0.208,264,33,264,33,165,66
0.497,10.102,0.363,1.356,0.415,0.362,264,33,264,33,165,0
0.366,3.968,0.358,1.959,0.462,0.282,264,165,264,165,165,198
0.354,1.522,0.457,1.498,0.362,0.24,264,165,264,165,165,132
2.219,1.323,0.36,2.692,0.314,0.211,264,99,264,99,165,99
0.366,1.066,0.331,0.951,0.256,0.183,264,33,264,33,165,33
0.385,1.367,0.379,1.55,0.355,0.212,264,132,264,132,165,99
0.345,1.884,0.332,2.551,0.324,0.39,264,132,264,132,165,66
0.416,1.379,0.367,2.571,0.385,0.27,264,0,264,0,165,0
0.36,2.785,0.36,1.974,0.682,0.426,264,165,264,165,165,198
0.364,4.07,2.446,2.123,0.705,0.456,264,198,264,198,165,198
0.391,1.311,0.374,1.304,0.314,0.197,264,99,264,99,165,99
0.336,2.741,0.336,1.406,0.627,0.455,264,99,264,99,165,198
0.421,2.819,0.363,1.822,0.678,0.447,264,132,264,132,165,231
0.358,1.7,0.352,1.68,0.483,0.353,264,99,264,99,165,33
0.351,1.774,0.356,1.404,0.449,0.323,264,33,264,33,165,66
6.652,0.918,0.329,6.078,0.233,0.171,264,33,264,33,165,0
0.396,1.415,0.334,1.534,0.363,0.247,264,198,264,198,165,99
0.359,2.302,0.359,12.432,0.545,0.376,264,66,264,66,165,132
0.531,4.603,0.792,3.068,2.195,0.451,264,132,264,132,165,231
0.617,4.398,0.361,1.827,0.598,0.396,264,132,264,132,165,132
0.382,1.932,0.549,1.844,0.541,0.385,264,132,264,132,165,66
0.362,2.604,0.691,2.144,0.706,0.297,264,198,264,198,165,198
0.344,2.311,0.338,1.615,0.625,0.397,264,165,264,165,165,132
0.383,4.109,9.957,1.824,2.761,0.204,264,99,264,99,165,99
0.536,1.259,0.525,0.95,0.349,0.275,264,0,264,0,165,0
0.364,2.059,0.353,1.944,0.653,0.409,264,165,264,165,165,132
0.36,1.886,0.356,1.692,0.51,0.37,264,99,264,99,165,66
0.357,2.752,0.352,2.133,0.709,0.472,264,198,264,198,165,198
1.378,1.844,0.362,1.325,0.455,0.375,264,99,264,99,165,132
1.64,1.174,0.352,3.342,0.285,0.182,264,66,264,66,165,66
0.339,1.226,0.327,1.466,0.321,0.271,264,0,264,0,165,0
0.364,1.812,0.375,1.556,0.458,0.346,264,33,264,33,165,66
0.362,4.788,0.378,2.09,0.733,2.173,264,165,264,165,165,264
0.365,2.229,0.358,2.052,0.648,0.352,264,99,264,99,165,66
0.388,9.85,0.381,2.645,0.848,7.161,264,297,264,297,165,264
10.908,0.914,0.353,1.099,0.235,0.17,264,33,264,33,165,0
4.092,3.287,0.37,1.352,0.595,1.582,264,165,264,165,165,99
0.357,2.559,0.384,1.245,1.563,0.211,264,132,264,132,165,99
0.372,1.774,0.331,1.232,0.318,0.211,264,132,264,132,165,66
0.399,1.94,0.354,1.827,0.541,0.396,264,132,264,132,165,66
0.351,1.837,0.352,1.41,0.65,0.304,264,33,264,33,165,66
1.176,1.863,0.359,1.687,0.514,0.346,264,99,264,99,165,66
0.359,2.941,0.359,3.55,0.713,0.522,264,165,264,165,165,231
0.369,1.927,0.357,1.684,0.544,0.346,264,99,264,99,165,66
0.443,0.995,0.331,0.848,0.232,0.167,264,0,264,0,165,33
0.32,0.85,0.327,0.822,0.212,0.154,264,0,264,0,165,0
0.327,1.477,0.343,1.214,0.325,0.198,264,66,264,66,165,99
0.349,1.354,0.372,1.233,0.373,0.269,264,0,264,0,165,0
0.356,1.583,0.349,1.403,0.427,0.294,264,33,264,33,165,33
0.352,1.346,0.352,1.224,0.367,0.269,264,0,264,0,165,0
0.381,1.147,0.413,1.01,0.298,0.169,264,0,264,0,165,33
0.363,2.233,0.348,1.414,0.97,0.369,264,33,264,33,165,33
0.342,1.242,0.327,0.902,0.436,0.269,264,0,264,0,165,0
0.363,1.801,0.358,1.181,0.85,0.269,264,0,264,0,165,0
0.362,4.092,0.36,1.68,1.881,0.514,264,99,264,99,165,132
0.56,1.514,0.484,1.586,0.465,0.186,264,66,264,66,165,33
0.361,0.867,0.354,1.375,0.218,0.153,264,0,264,0,165,0
0.339,1.201,0.381,2.148,0.302,0.227,264,0,264,0,165,33
0.348,1.594,0.514,2.221,0.43,0.294,264,33,264,33,165,33
0.39,10.34,0.389,22.438,0.289,0.48,264,0,264,0,165,66
0.361,1.935,0.353,1.341,0.402,0.66,264,0,264,0,165,33
0.365,1.933,0.354,2.494,0.939,0.269,264,0,264,0,165,0
0.421,3.138,0.741,2.843,0.459,0.32,264,66,264,66,165,33
0.361,1.651,0.552,1.941,0.459,0.32,264,66,264,66,165,33
0.359,0.876,0.734,2.221,0.218,0.154,264,0,264,0,165,0
0.398,1.068,0.358,1.845,0.268,0.197,264,66,264,66,165,33
0.336,1.266,0.332,1.378,0.338,0.231,264,33,264,33,165,33
0.282,1.123,0.282,1.104,0.313,0.23,264,33,264,33,165,0
0.279,1.926,0.278,1.047,0.251,1.068,264,33,264,33,165,33
0.419,2.38,0.322,1.116,0.451,0.23,264,33,264,33,165,33
0.293,1.285,0.278,1.209,0.357,0.251,264,66,264,66,165,33
0.277,1.061,0.274,0.957,0.289,0.211,264,0,264,0,165,0
0.275,1.074,0.289,1.029,0.294,0.211,264,0,264,0,165,0
0.284,1.058,0.277,0.959,0.29,0.211,264,0,264,0,165,0
0.274,1.068,0.275,0.957,0.289,0.211,264,0,264,0,165,0
0.275,1.106,0.273,0.958,0.358,0.16,264,0,264,0,165,0
0.836,1.057,0.274,0.963,0.291,0.21,264,0,264,0,165,0
0.269,1.056,0.272,0.958,0.289,0.21,264,0,264,0,165,0
0.272,1.319,0.273,1.143,0.396,0.236,264,33,264,33,165,33
0.637,1.062,0.382,0.899,0.295,0.211,264,0,264,0,165,0
0.287,2.652,0.293,1.535,0.711,0.287,264,165,264,165,297,198
0.385,2.166,0.288,1.325,0.516,0.32,264,99,264,99,297,99
0.348,3.594,0.348,1.623,0.667,0.431,264,264,264,264,297,165
0.293,2.558,0.306,1.644,0.614,0.398,264,198,264,198,297,165
0.319,6.751,0.307,4.89,1.402,0.561,264,693,264,693,297,726
0.407,5.026,0.345,2.296,2.903,0.346,264,330,264,330,297,231
1.166,2.67,0.394,2.425,0.575,0.345,264,297,264,297,297,297
0.341,1.743,0.339,1.035,0.358,0.229,264,66,264,66,297,99
0.354,2.79,1.583,2.276,0.572,0.351,264,264,264,264,297,231
0.29,2.5,0.289,1.551,0.601,0.355,264,165,264,165,297,165
0.272,2.055,0.276,1.212,0.45,0.274,264,66,264,66,297,33
0.321,3.567,1.282,1.526,1.05,0.473,264,132,264,132,297,198
0.368,2.485,0.344,1.376,0.559,0.337,264,99,264,99,297,165
0.708,2.641,0.429,2.004,0.618,0.411,264,165,264,165,297,165
0.848,2.425,0.339,1.429,0.479,0.271,264,165,264,165,297,132
0.387,2.635,0.345,3.665,0.846,0.471,264,264,264,264,297,132
0.371,4.151,0.379,1.652,1.381,0.51,264,264,264,264,297,264
0.282,1.962,0.303,1.257,0.449,0.274,264,33,264,33,297,66
0.284,2.609,0.283,1.535,0.376,0.2,264,66,264,66,297,66
0.652,2.691,0.437,1.412,0.901,0.335,264,132,264,132,297,132
0.308,3.647,0.453,3.516,0.845,0.409,264,231,264,231,297,198
0.323,1.517,0.286,1.014,0.339,0.19,264,33,264,33,297,33
0.438,2.352,0.369,1.541,0.571,0.26,264,132,264,132,297,165
0.34,1.501,0.416,1.019,0.303,0.187,264,0,264,0,297,33
0.462,2.334,0.361,1.198,0.607,0.354,264,99,264,99,297,132
0.295,29.886,0.291,3.903,0.659,9.465,264,429,264,429,297,330
0.34,2.901,0.66,0.848,0.568,0.378,264,0,264,0,297,99
0.376,5.923,0.365,2.509,3.904,0.329,264,297,264,297,297,99
0.45,2.362,0.525,4.024,0.545,0.352,264,396,264,396,297,132
0.347,1.932,0.346,1.237,0.414,0.258,264,132,264,132,297,132
0.405,3.959,0.385,2.703,0.989,0.579,264,330,264,330,297,264
0.359,2.135,0.384,2.167,0.446,0.281,264,198,264,198,297,132
0.345,2.291,0.335,1.015,0.549,0.324,264,33,264,33,297,33
1.665,3.167,0.693,1.654,0.903,0.553,264,198,264,198,297,264
0.361,2.097,0.362,1.409,0.399,0.216,264,33,264,33,297,66
0.34,1.611,0.335,0.937,0.305,0.187,264,33,264,33,297,0
0.355,3.823,0.368,2.274,0.555,0.298,264,165,264,165,297,198
0.351,2.729,0.342,1.429,1.016,0.266,264,165,264,165,297,132
0.406,2.432,0.342,1.196,0.731,0.231,264,99,264,99,297,99
0.345,3.123,0.354,1.587,0.518,0.206,264,33,264,33,297,33
0.346,1.96,0.342,1.268,0.467,0.229,264,132,264,132,297,99
0.35,1.794,0.362,1.551,0.476,0.231,264,132,264,132,297,66
0.34,2.084,0.334,1.034,0.493,0.298,264,0,264,0,297,0
0.409,2.778,0.367,1.613,0.807,0.456,264,165,264,165,297,198
0.375,2.696,0.637,1.578,0.614,0.477,264,198,264,198,297,198
0.372,2.735,0.359,1.68,0.65,0.381,264,99,264,99,297,99
0.354,2.32,0.369,6.815,0.429,0.329,264,99,264,99,297,198
0.887,2.702,12.614,1.478,0.577,0.278,264,132,264,132,297,231
0.713,1.679,0.568,1.316,0.355,0.276,264,99,264,99,297,33
0.338,4.318,1.652,2.485,1.957,0.35,264,33,264,33,297,66
1.327,2.128,0.371,3.877,0.41,0.188,264,33,264,33,297,0
0.474,3.247,0.352,1.532,1.108,0.263,264,198,264,198,297,99
0.773,3.159,0.38,1.162,0.962,0.268,264,66,264,66,297,132
0.386,3.535,0.711,1.878,0.794,0.482,264,132,264,132,297,231
0.366,3.012,0.363,1.872,0.712,0.43,264,132,264,132,297,132
0.404,2.514,0.401,1.832,0.655,0.3,264,132,264,132,297,66
0.353,2.653,0.345,2.286,0.48,0.577,264,198,264,198,297,198
0.376,3.017,0.368,1.958,0.737,0.438,264,165,264,165,297,132
0.376,2.712,0.367,1.684,0.645,0.375,264,99,264,99,297,99
0.348,1.347,0.338,0.887,0.289,0.172,264,0,264,0,297,0
0.38,1.956,0.386,1.396,0.43,0.248,264,165,264,165,297,132
0.346,2.156,0.335,1.138,0.629,0.399,264,99,264,99,297,66
0.375,3.445,0.371,2.096,0.817,0.52,264,198,264,198,297,198
0.385,2.221,0.364,1.681,0.401,0.228,264,99,264,99,297,132
0.341,2.513,0.42,1.567,0.601,0.349,264,66,264,66,297,66
0.355,1.713,0.356,1.226,0.385,0.299,264,0,264,0,297,0
0.36,2.027,0.382,1.404,0.339,0.215,264,33,264,33,297,66
0.386,3.162,0.359,1.327,0.851,0.501,264,165,264,165,297,264
0.365,2.563,1.31,1.692,0.623,0.377,264,99,264,99,297,66
0.375,3.478,0.373,2.527,0.563,0.346,264,297,264,297,297,264
0.391,1.378,0.342,1.057,0.301,0.186,264,33,264,33,297,0
0.5,4.13,0.352,1.993,2.263,0.247,264,165,264,165,297,99
0.443,3.22,0.464,2.39,0.566,0.894,264,132,264,132,297,99
0.373,3.137,0.385,1.843,0.657,0.4,264,132,264,132,297,66
0.37,2.977,0.653,1.237,0.739,0.426,264,132,264,132,297,66
0.358,2.486,0.362,1.403,0.567,0.349,264,33,264,33,297,66
0.352,2.578,0.359,2.537,0.629,0.375,264,99,264,99,297,66
0.371,3.619,0.37,1.957,0.816,0.556,264,165,264,165,297,231
0.356,2.559,0.362,1.68,0.623,0.374,264,99,264,99,297,66
0.35,2.29,0.382,1.29,0.511,0.323,264,0,264,0,297,33
0.355,2.04,0.357,1.221,0.481,0.297,264,0,264,0,297,0
0.348,2.116,0.357,1.222,0.496,0.293,264,66,264,66,297,99
0.271,1.606,0.284,0.963,0.379,0.236,264,0,264,0,297,0
0.278,1.9,0.29,1.104,0.447,0.257,264,33,264,33,297,33
0.306,1.609,0.284,0.96,0.382,0.234,264,0,264,0,297,0
0.274,1.766,0.282,0.972,0.399,0.253,264,0,264,0,297,33
0.274,1.824,0.279,1.118,0.419,0.253,264,33,264,33,297,33
0.28,1.603,0.283,0.959,0.377,0.234,264,0,264,0,297,0
0.292,18.076,0.275,0.959,12.224,0.182,264,0,264,0,297,0
0.931,2.377,0.367,1.803,0.543,0.336,264,99,264,99,297,132
0.286,2.069,0.302,1.217,0.484,0.475,264,66,264,66,297,33
0.331,1.32,0.331,0.886,0.28,0.171,264,0,264,0,297,0
0.317,1.769,0.367,0.98,0.403,0.254,264,0,264,0,297,33
0.297,1.968,0.281,1.103,0.445,0.254,264,33,264,33,297,33
0.294,1.916,0.287,0.983,0.424,0.273,264,0,264,0,297,66
0.303,1.85,0.682,1.011,0.403,0.324,264,0,264,0,297,33
0.46,1.625,0.377,0.97,0.382,0.234,264,0,264,0,297,0
0.28,1.857,0.282,1.208,0.447,0.277,264,66,264,66,297,33
0.278,1.966,0.292,1.21,0.518,0.276,264,66,264,66,297,33
0.295,2.738,0.282,0.958,1.553,0.191,264,0,264,0,297,0
0.483,1.912,0.33,1.197,0.46,0.297,264,66,264,66,297,33
0.29,1.832,0.28,1.1,0.424,0.253,264,33,264,33,297,33
0.278,1.786,0.279,1.141,0.436,0.253,264,33,264,33,297,0
0.287,2.356,0.308,1.1,0.432,0.253,264,33,264,33,297,33
0.286,2.281,0.285,1.154,0.824,0.292,264,33,264,33,297,33
0.281,2.111,0.291,1.209,0.456,0.274,264,66,264,66,297,33
0.286,1.678,0.28,0.96,0.409,0.234,264,0,264,0,297,0
0.375,1.607,0.277,0.993,0.379,0.233,264,0,264,0,297,0
0.4,1.614,0.339,1.014,0.385,0.232,264,0,264,0,297,0
0.334,1.535,0.283,1.083,0.291,0.269,264,0,264,0,297,0
0.281,1.627,0.276,0.962,0.4,0.233,264,0,264,0,297,0
0.269,1.706,0.276,0.964,0.454,0.262,264,0,264,0,297,0
0.717,1.604,0.283,0.974,0.379,0.233,264,0,264,0,297,0
0.312,1.799,0.277,1.112,0.419,0.264,264,33,264,33,297,33
0.276,1.602,0.279,0.958,0.381,0.233,264,0,264,0,297,0
0.279,1.61,0.278,0.989,0.374,0.237,165,99,165,99,198,99
0.615,2.12,0.36,1.632,0.537,0.331,165,264,165,264,198,165
0.301,2.102,0.377,1.39,0.566,0.309,165,198,165,198,198,165
0.356,4.209,0.311,3.518,1.054,0.572,165,693,165,693,198,726
0.318,2.077,0.235,1.54,0.53,0.318,165,330,165,330,198,231
0.269,2.251,0.238,1.362,0.573,0.318,165,297,165,297,198,297
0.227,1.31,0.23,0.727,0.295,0.19,165,66,165,66,198,99
0.228,1.974,0.233,1.263,0.474,0.318,165,264,165,264,198,231
0.229,1.856,0.233,0.995,0.431,0.265,165,165,165,165,198,165
0.237,1.277,0.231,0.728,0.315,0.188,165,66,165,66,198,33
0.277,2.087,0.291,1.101,0.467,0.292,165,132,165,132,198,198
0.296,1.905,0.289,1.047,0.425,0.249,165,99,165,99,198,165
0.279,1.975,0.285,1.21,0.466,0.288,165,165,165,165,198,165
0.272,1.89,0.28,1.23,0.447,0.267,165,165,165,165,198,132
0.285,1.948,0.288,1.536,0.51,0.326,165,264,165,264,198,132
0.297,2.605,0.281,1.536,0.597,0.418,165,264,165,264,198,264
0.272,1.395,0.276,0.773,0.314,0.188,165,33,165,33,198,66
0.268,1.415,0.276,0.882,0.335,0.187,165,66,165,66,198,66
0.437,1.8,0.315,1.159,0.427,0.252,165,132,165,132,198,132
0.284,1.823,0.288,1.261,0.437,0.257,165,231,165,231,198,198
0.294,1.066,0.401,0.694,0.242,0.174,165,33,165,33,198,33
0.287,1.593,0.347,0.914,0.367,0.221,165,132,165,132,198,165
0.224,1.006,0.226,0.53,0.221,0.139,165,0,165,0,198,33
0.231,1.721,0.243,0.817,0.341,0.195,165,99,165,99,198,132
0.316,2.982,0.288,2.082,0.753,0.466,165,429,165,429,198,330
0.269,1.889,0.275,0.644,0.262,0.152,165,0,165,0,198,99
0.355,1.523,0.379,1.453,0.388,0.256,165,297,165,297,198,99
0.435,1.962,0.338,1.741,0.453,0.283,165,396,165,396,198,132
0.345,1.458,0.337,0.942,0.311,0.18,165,132,165,132,198,132
0.34,2.651,0.384,1.85,0.68,0.369,165,330,165,330,198,264
0.315,1.869,0.323,1.37,0.465,0.288,165,198,165,198,198,132
0.271,1.316,0.274,0.774,0.338,0.189,165,33,165,33,198,33
0.342,2.448,0.316,1.322,0.556,0.348,165,198,165,198,198,264
0.273,1.445,0.279,0.777,0.319,0.232,165,33,165,33,198,66
0.278,1.113,0.416,0.767,0.275,0.168,165,33,165,33,198,0
0.628,2.418,0.339,1.054,0.495,0.323,165,165,165,165,198,198
0.279,1.938,0.28,1.209,0.45,0.27,165,165,165,165,198,132
0.315,1.521,0.279,0.995,0.288,0.166,165,99,165,99,198,99
0.335,1.184,0.332,1.468,0.239,0.178,165,33,165,33,198,33
