nodex,nodey,offline_time1,online_time1,offline_time2,online_time2,union_time,intersection_time,ai,bi,ai_prime,bi_prime,ci,di,score
0,1120,3.439,2.242,3.54,1.12,0.483,0.41,297,297,297,297,396,363,0
0,1121,3.894,1.38,3.111,0.71,0.305,0.225,297,66,297,66,396,66,0
0,1122,3.65,1.681,3.265,0.947,0.384,0.298,297,198,297,198,396,165,0
0,1123,3.032,1.24,3.032,0.7,0.272,0.206,297,33,297,33,396,33,0
0,1124,3.272,1.341,3.129,0.723,0.295,0.226,297,66,297,66,396,66,0
0,1126,3.515,1.861,3.532,1.003,0.429,0.319,297,231,297,231,396,231,0
0,1130,3.165,1.667,3.024,0.769,0.368,0.272,297,99,297,99,396,165,0
0,1131,3.188,1.334,3.204,0.699,0.298,0.206,297,33,297,33,396,33,0
0,1132,3.129,1.349,3.073,0.727,0.321,0.227,297,66,297,66,396,33,0
0,1133,3.093,1.434,3.343,0.629,0.283,0.244,297,0,297,0,396,99,0
0,1134,3.529,1.779,3.113,1.025,0.392,0.271,297,198,297,198,396,198,0
0,1135,3.243,1.262,2.969,0.743,0.283,0.216,297,66,297,66,396,33,0
0,1136,3.113,1.448,3.199,0.76,0.309,0.259,297,66,297,66,396,99,0
0,1137,3.191,1.185,3.04,0.662,0.272,0.21,297,33,297,33,396,0,0
0,1138,3.075,1.229,3.24,0.595,0.261,0.206,297,0,297,0,396,33,0
0,1139,3.055,1.302,3.121,0.779,0.298,0.228,297,99,297,99,396,33,0
0,1141,3.225,1.597,3.07,1.02,0.378,0.281,297,231,297,231,396,132,0
0,1144,3.147,1.357,3.211,0.71,0.302,0.235,297,66,297,66,396,66,0
0,1145,3.026,1.173,3.099,0.65,0.263,0.207,297,33,297,33,396,0,0
0,1146,3.039,1.262,3.051,0.681,0.271,0.212,297,33,297,33,396,33,0
0,1147,3.152,1.357,3.046,0.789,0.309,0.227,297,99,297,99,396,66,0
0,1148,2.989,1.357,3.117,0.713,0.298,0.231,297,66,297,66,396,66,0
0,1149,3.381,1.35,3.166,0.717,0.299,0.228,297,66,297,66,396,66,0
0,1150,4.921,3.286,4.798,1.774,0.76,0.516,297,660,297,660,396,726,0
0,1151,3.153,1.49,3.472,0.711,0.319,0.253,297,66,297,66,396,99,0
0,1152,3.24,1.321,3.195,0.869,0.31,0.249,297,132,297,132,396,33,0
0,1153,3.306,1.679,3.356,1.117,0.301,0.232,297,66,297,66,396,66,0
0,1154,4.344,2.223,4.279,1.299,0.51,0.368,297,396,297,396,396,330,0
0,1156,3.982,2.805,3.941,1.532,0.644,0.486,297,528,297,528,396,528,0
0,1157,3.256,1.559,3.45,0.72,0.344,0.242,297,33,297,33,396,132,0
0,1158,3.317,2.035,3.44,1.188,0.514,0.345,297,330,297,330,396,231,0
0,1159,3.136,1.647,3.398,0.773,0.37,0.274,297,99,297,99,396,165,0
0,1160,3.088,1.24,3.311,0.587,0.262,0.207,297,0,297,0,396,33,0
0,1162,3.05,1.435,3.138,0.966,0.348,0.263,297,198,297,198,396,66,0
0,1163,3.184,1.256,3.21,0.658,0.275,0.218,297,33,297,33,396,33,0
0,1164,3.677,1.945,3.112,1.121,0.486,0.337,297,297,297,297,396,231,0
0,1165,3.221,1.45,2.958,0.78,0.321,0.25,297,99,297,99,396,99,0
0,1166,3.11,1.623,3.095,0.891,0.363,0.258,297,99,297,99,396,99,0
0,1167,4.047,1.461,3.537,0.808,0.332,0.267,297,66,297,66,396,33,0
0,1168,3.661,1.782,3.662,0.89,0.382,0.306,297,99,297,99,396,132,0
0,1169,3.911,1.611,3.809,0.946,0.391,0.292,297,132,297,132,396,66,0
0,1170,3.519,1.517,3.641,0.741,0.311,0.233,297,33,297,33,396,33,0
0,1172,3.682,1.705,3.796,1.222,0.389,0.319,297,165,297,165,396,99,0
0,1173,3.522,1.755,3.772,1.013,0.405,0.282,297,132,297,132,396,99,0
0,1174,3.719,2.037,3.669,1.255,0.473,0.369,297,264,297,264,396,198,0
0,1175,3.679,2.726,3.936,1.749,0.655,0.479,297,528,297,528,396,396,0
0,1176,3.456,1.612,3.394
