offline_time1,online_time1,offline_time2,online_time2,union_time,intersection_time,ai,bi,ai_prime,bi_prime,ci,di
0.279,1.748,0.371,0.939,0.38,0.226,99,132,99,132,99,231
1.238,1.283,0.289,0.898,0.315,0.182,99,132,99,132,99,132
0.272,1.007,0.272,0.95,0.273,0.162,99,132,99,132,99,66
0.283,1.684,0.327,1.1,0.412,0.222,99,198,99,198,99,198
0.286,1.328,0.358,1.007,0.357,0.182,99,165,99,165,99,132
0.275,1.116,0.343,0.84,0.279,0.143,99,99,99,99,99,99
0.276,1.31,0.29,0.991,0.337,0.183,99,165,99,165,99,132
0.31,1.057,0.331,0.78,0.287,0.198,99,99,99,99,99,66
0.279,1.178,0.278,0.885,0.297,0.163,99,132,99,132,99,99
0.281,1.709,0.304,1.099,0.404,0.241,99,198,99,198,99,198
0.28,1.331,0.28,0.784,0.341,0.163,99,99,99,99,99,132
0.327,0.932,0.298,0.686,0.233,0.127,99,66,99,66,99,66
0.272,0.928,0.273,0.671,0.231,0.126,99,66,99,66,99,66
0.267,0.927,0.275,0.559,0.212,0.143,99,33,99,33,99,66
0.275,1.905,0.283,1.048,0.431,0.244,99,165,99,165,99,264
0.271,0.751,0.27,0.559,0.183,0.105,99,33,99,33,99,33
0.271,0.97,0.274,0.776,0.254,0.146,99,99,99,99,99,66
0.28,2.256,0.283,1.428,0.577,0.32,99,297,99,297,99,264
0.288,0.931,0.278,0.671,0.235,0.126,99,66,99,66,99,66
0.269,0.614,0.275,0.551,0.163,0.107,99,33,99,33,99,0
0.274,0.745,0.278,0.561,0.182,0.103,99,33,99,33,99,33
0.279,1.175,0.278,0.99,0.314,0.181,99,165,99,165,99,99
0.276,1.183,0.282,0.911,0.311,0.171,99,132,99,132,99,99
0.305,0.999,0.323,0.921,0.267,0.163,99,132,99,132,99,66
0.284,1.017,0.274,0.881,0.266,0.182,99,132,99,132,99,66
0.268,0.889,0.276,0.557,0.201,0.123,99,33,99,33,99,66
0.272,0.955,0.278,0.784,0.244,0.143,99,99,99,99,99,66
0.275,1.787,0.282,0.991,0.398,0.28,99,165,99,165,99,231
0.272,1.106,0.272,0.772,0.268,0.163,99,99,99,99,99,99
0.271,0.954,0.272,0.772,0.246,0.142,99,99,99,99,99,66
0.279,1.066,0.295,0.668,0.245,0.143,99,66,99,66,99,99
0.267,0.743,0.27,0.556,0.179,0.104,99,33,99,33,99,33
0.264,0.743,0.271,0.554,0.179,0.104,99,33,99,33,99,33
0.27,1.255,0.274,0.774,0.287,0.182,99,99,99,99,99,132
0.268,0.784,0.272,0.663,0.201,0.123,99,66,99,66,99,33
0.27,0.743,0.274,0.554,0.181,0.103,99,33,99,33,99,33
0.272,0.784,0.273,0.668,0.201,0.123,99,66,99,66,99,33
0.271,0.783,0.272,0.664,0.2,0.123,99,66,99,66,99,33
0.267,0.803,0.274,0.662,0.2,0.143,99,66,99,66,99,33
0.272,0.745,0.286,0.555,0.179,0.103,99,33,99,33,99,33
0.291,0.601,0.272,0.549,0.157,0.103,99,33,99,33,99,0
0.269,0.744,0.272,0.556,0.18,0.103,99,33,99,33,99,33
0.266,0.742,0.273,0.554,0.179,0.103,99,33,99,33,99,33
0.265,0.667,0.273,0.663,0.166,0.101,99,66,99,66,99,33
0.221,0.611,0.221,0.459,0.15,0.085,99,33,99,33,99,33
0.233,2.013,0.241,1.535,0.524,0.306,264,264,264,264,165,264
0.233,1.002,0.236,0.904,0.273,0.172,264,33,264,33,165,33
0.245,1.643,0.236,1.358,0.432,0.297,264,198,264,198,165,165
0.245,4.042,0.25,2.696,1.012,0.6,264,693,264,693,165,726
0.259,1.506,0.228,1.533,0.442,0.325,264,264,264,264,165,99
0.234,1.998,0.231,1.712,0.552,0.351,264,330,264,330,165,231
0.233,2.278,0.237,1.666,0.572,0.353,264,297,264,297,165,297
0.246,1.29,0.233,0.996,0.332,0.224,264,66,264,66,165,99
0.241,2.051,0.24,1.539,0.603,0.355,264,264,264,264,165,231
0.355,1.501,0.236,1.09,0.368,0.304,264,99,264,99,165,132
0.282,1.592,0.257,1.325,0.419,0.254,264,165,264,165,165,165
0.256,1.046,0.231,0.993,0.3,0.189,264,66,264,66,165,33
0.236,1.746,0.237,1.283,0.422,0.279,264,132,264,132,165,198
0.24,1.622,0.264,1.095,0.427,0.282,264,99,264,99,165,165
0.242,1.609,0.255,1.29,0.422,0.271,264,165,264,165,165,165
0.303,1.309,0.237,1.194,0.346,0.217,264,165,264,165,165,132
0.199,1.104,0.197,0.851,0.284,0.19,264,66,264,66,165,99
0.203,1.444,0.196,1.318,0.442,0.26,264,264,264,264,165,132
0.239,1.861,0.268,1.315,0.523,0.324,264,264,264,264,165,264
0.203,0.964,0.199,0.781,0.249,0.161,264,33,264,33,165,66
0.215,1.066,0.19,0.851,0.335,0.164,264,66,264,66,165,66
0.216,1.554,0.203,1.325,0.419,0.275,264,264,264,264,165,198
0.196,1.306,0.196,1.005,0.327,0.204,264,132,264,132,165,132
0.202,1.64,0.203,1.232,0.412,0.251,264,231,264,231,165,198
0.212,0.868,0.226,0.807,0.236,0.147,264,33,264,33,165,33
0.201,1.348,0.237,1.055,0.342,0.217,264,132,264,132,165,165
0.213,1.328,0.199,0.927,0.357,0.218,264,99,264,99,165,132
0.209,0.877,0.902,0.785,0.248,0.147,264,33,264,33,165,33
0.234,2.545,0.207,2.023,0.696,0.469,264,429,264,429,165,330
0.256,1.331,0.235,1.104,0.354,0.224,264,99,264,99,165,99
0.256,1.285,0.23,0.996,0.328,0.205,264,66,264,66,165,99
0.235,1.453,0.23,1.674,0.446,0.297,264,297,264,297,165,99
0.229,1.491,0.236,1.632,0.46,0.301,264,396,264,396,165,132
0.204,1.253,0.196,1.01,0.335,0.213,264,132,264,132,165,132
0.275,1.792,0.201,1.475,0.49,0.289,264,330,264,330,165,264
0.326,1.527,0.241,1.372,0.417,0.279,264,198,264,198,165,132
0.251,1.097,0.226,0.969,0.323,0.176,264,33,264,33,165,33
0.259,2.167,0.236,1.353,0.502,0.32,264,198,264,198,165,264
0.259,1.179,0.234,0.934,0.296,0.228,264,33,264,33,165,66
0.234,0.902,0.233,0.894,0.256,0.187,264,33,264,33,165,0
0.259,1.736,0.24,1.274,0.433,0.296,264,165,264,165,165,198
0.235,1.696,0.234,1.477,0.438,0.327,264,165,264,165,165,132
0.27,1.307,0.256,1.091,0.346,0.225,264,99,264,99,165,99
0.226,0.875,0.197,0.779,0.233,0.164,264,33,264,33,165,33
0.194,1.148,0.195,1.004,0.311,0.189,264,132,264,132,165,99
0.194,1.048,0.192,1.002,0.301,0.192,264,132,264,132,165,66
0.193,0.888,0.2,0.853,0.248,0.162,264,66,264,66,165,33
0.209,1.454,0.199,1.085,0.372,0.222,264,165,264,165,165,198
0.197,1.497,0.197,1.242,0.393,0.235,264,198,264,198,165,198
0.203,1.105,0.199,0.929,0.296,0.178,264,99,264,99,165,99
0.201,1.426,0.222,0.927,0.349,0.217,264,99,264,99,165,198
0.21,1.542,0.202,1.007,0.375,0.234,264,132,264,132,165,231
0.198,1.07,0.233,1.084,0.31,0.205,264,99,264,99,165,33
0.226,1.125,0.228,0.905,0.291,0.188,264,33,264,33,165,66
0.23,0.906,0.226,0.92,0.261,0.172,264,33,264,33,165,0
0.238,1.393,0.229,1.35,0.399,0.257,264,198,264,198,165,99
0.225,1.194,0.255,0.981,0.295,0.192,264,66,264,66,165,132
0.194,1.543,0.212,1.004,0.372,0.237,264,132,264,132,165,231
0.2,1.241,0.199,1.003,0.328,0.205,264,132,264,132,165,132
0.208,1.039,0.196,1.006,0.294,0.191,264,132,264,132,165,66
0.204,1.499,0.252,1.18,0.388,0.234,264,198,264,198,165,198
0.2,1.252,0.197,1.081,0.34,0.205,264,165,264,165,165,132
0.191,1.097,0.197,0.927,0.295,0.175,264,99,264,99,165,99
0.195,1.296,0.21,1.101,0.35,0.203,264,165,264,165,165,132
0.199,1.024,0.214,0.932,0.279,0.191,264,99,264,99,165,66
0.196,1.129,0.197,1.004,0.309,0.189,264,132,264,132,165,99
0.195,1.536,0.199,1.16,0.392,0.245,264,198,264,198,165,198
0.221,1.205,0.225,0.93,0.31,0.189,264,99,264,99,165,132
0.198,0.984,0.197,0.851,0.267,0.162,264,66,264,66,165,66
0.196,0.98,0.197,0.854,0.265,0.163,264,66,264,66,165,66
0.198,0.99,0.198,0.776,0.25,0.186,264,33,264,33,165,66
0.199,1.664,0.228,1.082,0.402,0.248,264,165,264,165,165,264
0.199,0.858,0.193,0.775,0.233,0.147,264,33,264,33,165,33
0.193,1.011,0.195,0.925,0.282,0.175,264,99,264,99,165,66
0.201,1.777,0.2,1.392,0.463,0.303,264,297,264,297,165,264
0.192,0.981,0.203,0.851,0.267,0.162,264,66,264,66,165,66
0.207,0.759,0.192,0.769,0.219,0.149,264,33,264,33,165,0
0.193,0.907,0.293,0.805,0.259,0.148,264,33,264,33,165,33
0.239,1.158,0.201,1.085,0.326,0.204,264,165,264,165,165,99
0.219,1.143,0.196,1.009,0.311,0.188,264,132,264,132,165,99
0.2,1.04,0.216,1.005,0.298,0.191,264,132,264,132,165,66
0.243,1.054,0.201,1.018,0.295,0.206,264,132,264,132,165,66
0.195,0.963,0.198,0.773,0.249,0.161,264,33,264,33,165,66
0.198,1.011,0.197,0.926,0.281,0.177,264,99,264,99,165,66
0.2,1.604,0.214,1.085,0.388,0.278,264,165,264,165,165,231
0.213,1.132,0.196,0.953,0.302,0.189,264,99,264,99,165,99
0.204,1.077,0.196,1.047,0.341,0.177,264,99,264,99,165,66
0.213,1.086,0.22,0.859,0.284,0.175,264,66,264,66,165,99
0.194,0.883,0.197,0.81,0.256,0.147,264,33,264,33,165,33
0.198,0.859,0.206,0.775,0.236,0.147,264,33,264,33,165,33
0.198,1.221,0.208,0.926,0.312,0.204,264,99,264,99,165,132
0.22,0.885,0.198,0.857,0.249,0.161,264,66,264,66,165,33
0.192,0.87,0.193,0.786,0.233,0.15,264,33,264,33,165,33
0.195,1.003,0.194,0.849,0.271,0.257,264,66,264,66,165,33
0.2,0.892,0.192,0.855,0.251,0.164,264,66,264,66,165,33
0.194,0.961,0.206,0.85,0.254,0.178,264,66,264,66,165,33
0.199,0.859,0.193,0.775,0.234,0.147,264,33,264,33,165,33
0.205,0.794,0.212,0.766,0.219,0.147,264,33,264,33,165,0
0.193,0.864,0.194,0.773,0.233,0.147,264,33,264,33,165,33
0.192,0.866,0.193,0.772,0.233,0.148,264,33,264,33,165,33
0.197,0.887,0.194,0.85,0.248,0.161,264,66,264,66,165,33
0.202,0.965,0.195,0.772,0.24,0.148,264,33,264,33,165,33
0.207,1.14,0.202,0.774,0.281,0.152,264,33,264,33,264,33
0.202,1.692,0.206,1.187,0.421,0.256,264,198,264,198,264,165
0.239,3.59,0.217,2.444,0.809,0.459,264,693,264,693,264,726
0.196,1.386,0.203,1.136,0.365,0.272,264,264,264,264,264,99
0.177,1.745,0.179,1.29,0.446,0.269,264,330,264,330,264,231
0.178,1.865,0.179,1.227,0.456,0.264,264,297,264,297,264,297
0.171,1.232,0.17,0.738,0.303,0.164,264,66,264,66,264,99
0.196,1.739,0.178,1.139,0.433,0.27,264,264,264,264,264,231
0.188,1.306,0.173,0.81,0.309,0.177,264,99,264,99,264,132
0.173,1.453,0.175,1.007,0.357,0.19,264,165,264,165,264,165
0.186,1.013,0.171,0.741,0.257,0.14,264,66,264,66,264,33
0.188,1.502,0.174,0.878,0.352,0.203,264,132,264,132,264,198
0.182,1.429,0.176,0.84,0.332,0.177,264,99,264,99,264,165
0.173,1.434,0.218,0.991,0.35,0.203,264,165,264,165,264,165
0.17,1.346,0.169,0.937,0.336,0.19,264,165,264,165,264,132
0.167,1.192,0.172,0.739,0.284,0.164,264,66,264,66,264,99
0.173,1.434,0.174,1.135,0.375,0.236,264,264,264,264,264,132
0.187,1.781,0.18,1.142,0.428,0.274,264,264,264,264,264,264
0.169,1.089,0.17,0.671,0.272,0.14,264,33,264,33,264,66
0.168,1.113,0.173,0.737,0.272,0.141,264,66,264,66,264,66
0.182,1.589,0.189,1.141,0.402,0.24,264,264,264,264,264,198
0.174,1.315,0.175,0.87,0.323,0.179,264,132,264,132,264,132
0.176,1.558,0.177,1.069,0.389,0.214,264,231,264,231,264,198
0.172,0.986,0.181,0.673,0.249,0.127,264,33,264,33,264,33
0.185,1.407,0.23,0.875,0.336,0.188,264,132,264,132,264,165
0.168,1.311,0.173,0.819,0.312,0.189,264,99,264,99,264,132
0.166,1.019,0.17,0.671,0.245,0.136,264,33,264,33,264,33
0.186,2.044,0.18,1.472,0.525,0.309,264,429,264,429,264,330
0.169,1.207,0.176,0.81,0.295,0.166,264,99,264,99,264,99
0.172,1.182,0.171,0.74,0.282,0.152,264,66,264,66,264,99
0.173,1.36,0.184,1.207,0.375,0.237,264,297,264,297,264,99
0.175,1.536,0.172,1.413,0.449,0.276,264,396,264,396,264,132
0.172,1.312,0.175,0.884,0.323,0.176,264,132,264,132,264,132
0.178,1.79,0.186,1.273,0.456,0.256,264,330,264,330,264,264
0.174,1.382,0.175,1.003,0.349,0.203,264,198,264,198,264,132
0.169,0.985,0.172,0.678,0.243,0.128,264,33,264,33,264,33
0.178,1.722,0.181,1.007,0.404,0.239,264,198,264,198,264,264
0.182,1.085,0.177,0.689,0.256,0.151,264,33,264,33,264,66
0.165,0.898,0.17,0.666,0.229,0.128,264,33,264,33,264,0
0.172,1.52,0.174,0.94,0.361,0.213,264,165,264,165,264,198
0.17,1.34,0.203,0.943,0.336,0.191,264,165,264,165,264,132
0.168,1.218,0.173,0.805,0.297,0.165,264,99,264,99,264,99
0.167,0.996,0.17,0.673,0.242,0.14,264,33,264,33,264,33
0.168,1.224,0.174,0.872,0.309,0.164,264,132,264,132,264,99
0.168,1.141,0.178,0.888,0.3,0.163,264,132,264,132,264,66
0.17,1.028,0.168,0.737,0.268,0.142,264,66,264,66,264,33
0.182,1.501,0.175,0.939,0.365,0.193,264,165,264,165,264,198
0.173,1.529,0.18,1.001,0.376,0.204,264,198,264,198,264,198
0.184,1.194,0.175,0.808,0.295,0.152,264,99,264,99,264,99
0.172,1.474,0.175,0.806,0.34,0.191,264,99,264,99,264,198
0.174,1.639,0.179,0.872,0.412,0.203,264,132,264,132,264,231
0.176,1.055,0.183,0.834,0.269,0.154,264,99,264,99,264,33
0.173,1.092,0.175,0.673,0.274,0.14,264,33,264,33,264,66
0.17,0.895,0.182,0.664,0.229,0.128,264,33,264,33,264,0
0.174,1.307,0.172,1.005,0.351,0.191,264,198,264,198,264,99
0.176,1.299,0.199,0.747,0.301,0.172,264,66,264,66,264,132
0.173,1.595,0.176,0.899,0.37,0.203,264,132,264,132,264,231
0.198,1.329,0.196,0.876,0.325,0.177,264,132,264,132,264,132
0.173,1.141,0.178,0.872,0.296,0.165,264,132,264,132,264,66
0.172,1.545,0.179,1.002,0.375,0.201,264,198,264,198,264,198
0.175,1.372,0.179,0.938,0.338,0.177,264,165,264,165,264,132
0.21,1.193,0.18,0.815,0.297,0.152,264,99,264,99,264,99
0.176,1.37,0.177,0.965,0.341,0.179,264,165,264,165,264,132
0.174,1.129,0.169,0.803,0.285,0.164,264,99,264,99,264,66
0.186,1.223,0.183,0.889,0.309,0.164,264,132,264,132,264,99
0.225,1.584,0.187,1.044,0.39,0.212,264,198,264,198,264,198
0.171,1.332,0.172,0.803,0.354,0.164,264,99,264,99,264,132
0.174,1.129,0.174,0.761,0.278,0.14,264,66,264,66,264,66
0.181,1.105,0.177,0.737,0.27,0.141,264,66,264,66,264,66
0.175,1.09,0.181,0.674,0.257,0.153,264,33,264,33,264,66
0.195,1.73,0.179,0.98,0.393,0.215,264,165,264,165,264,264
0.175,1.043,0.173,0.672,0.246,0.138,264,33,264,33,264,33
0.244,1.121,0.174,0.818,0.287,0.152,264,99,264,99,264,66
0.175,1.832,0.177,1.208,0.448,0.262,264,297,264,297,264,264
0.177,1.092,0.177,0.74,0.27,0.139,264,66,264,66,264,66
0.201,0.901,0.177,0.672,0.231,0.128,264,33,264,33,264,0
0.178,0.982,0.172,0.677,0.243,0.128,264,33,264,33,264,33
0.209,1.271,0.181,0.963,0.326,0.177,264,165,264,165,264,99
0.175,1.244,0.179,0.905,0.313,0.184,264,132,264,132,264,99
0.187,1.143,0.186,0.875,0.298,0.165,264,132,264,132,264,66
0.17,1.19,0.171,0.912,0.311,0.177,264,132,264,132,264,66
0.192,1.081,0.174,0.684,0.257,0.14,264,33,264,33,264,66
0.221,1.117,0.185,0.808,0.284,0.152,264,99,264,99,264,66
0.174,1.631,0.174,0.939,0.38,0.238,264,165,264,165,264,231
0.173,1.206,0.185,0.808,0.296,0.165,264,99,264,99,264,99
0.168,1.116,0.172,0.81,0.284,0.152,264,99,264,99,264,66
0.168,1.191,0.171,0.738,0.284,0.164,264,66,264,66,264,99
0.171,0.985,0.172,0.674,0.246,0.128,264,33,264,33,264,33
0.168,0.999,0.17,0.67,0.243,0.128,264,33,264,33,264,33
0.192,1.299,0.174,0.805,0.309,0.177,264,99,264,99,264,132
0.166,1.01,0.169,0.737,0.256,0.14,264,66,264,66,264,33
0.167,0.988,0.17,0.673,0.243,0.127,264,33,264,33,264,33
0.167,1.025,0.169,0.78,0.261,0.14,264,66,264,66,264,33
0.179,1.012,0.186,0.738,0.259,0.14,264,66,264,66,264,33
0.172,1.021,0.171,0.737,0.255,0.152,264,66,264,66,264,33
0.168,0.985,0.17,0.673,0.243,0.128,264,33,264,33,264,33
0.168,0.916,0.171,0.665,0.234,0.127,264,33,264,33,264,0
0.17,0.984,0.171,0.679,0.242,0.128,264,33,264,33,264,33
0.185,0.984,0.169,0.675,0.243,0.127,264,33,264,33,264,33
0.169,1.032,0.172,0.739,0.276,0.141,264,66,264,66,264,33
0.172,1.019,0.168,0.686,0.243,0.128,264,33,264,33,264,33
0.166,0.695,0.17,0.54,0.175,0.108,33,198,33,198,33,165
0.184,2.483,0.185,1.542,0.607,0.332,33,693,33,693,33,726
0.169,0.589,0.171,0.673,0.175,0.132,33,264,33,264,33,99
0.171,0.958,0.17,0.809,0.255,0.155,33,330,33,330,33,231
0.167,1.104,0.17,0.739,0.268,0.155,33,297,33,297,33,297
0.166,0.437,0.173,0.275,0.096,0.061,33,66,33,66,33,99
0.18,0.942,0.169,0.674,0.228,0.154,33,264,33,264,33,231
0.167,0.558,0.166,0.342,0.124,0.071,33,99,33,99,33,132
0.166,0.66,0.174,0.472,0.162,0.084,33,165,33,165,33,165
0.163,0.252,0.163,0.275,0.069,0.036,33,66,33,66,33,33
0.161,0.74,0.17,0.405,0.163,0.096,33,132,33,132,33,198
0.162,0.62,0.167,0.338,0.136,0.072,33,99,33,99,33,165
0.162,0.673,0.167,0.479,0.162,0.096,33,165,33,165,33,165
0.169,0.586,0.178,0.473,0.156,0.084,33,165,33,165,33,132
0.167,0.436,0.17,0.272,0.096,0.06,33,66,33,66,33,99
0.169,0.655,0.174,0.674,0.189,0.12,33,264,33,264,33,132
0.17,1.021,0.176,0.676,0.241,0.167,33,264,33,264,33,264
0.163,0.32,0.166,0.208,0.069,0.037,33,33,33,33,33,66
0.164,0.354,0.165,0.273,0.094,0.036,33,66,33,66,33,66
0.172,0.825,0.172,0.676,0.215,0.131,33,264,33,264,33,198
0.168,0.562,0.171,0.42,0.136,0.072,33,132,33,132,33,132
0.182,0.792,0.185,0.608,0.203,0.107,33,231,33,231,33,198
0.163,0.226,0.164,0.205,0.056,0.024,33,33,33,33,33,33
0.169,0.647,0.171,0.408,0.15,0.083,33,132,33,132,33,165
0.166,0.554,0.167,0.342,0.122,0.084,33,99,33,99,33,132
0.164,0.229,0.166,0.206,0.057,0.025,33,33,33,33,33,33
0.181,1.286,0.172,1.025,0.338,0.202,33,429,33,429,33,330
0.166,0.453,0.165,0.34,0.111,0.061,33,99,33,99,33,99
0.164,0.449,0.165,0.341,0.103,0.049,33,66,33,66,33,99
0.177,0.6,0.167,0.754,0.189,0.131,33,297,33,297,33,99
0.172,0.812,0.169,0.938,0.269,0.158,33,396,33,396,33,132
0.175,0.554,0.18,0.41,0.137,0.072,33,132,33,132,33,132
0.168,1.03,0.172,0.806,0.269,0.146,33,330,33,330,33,264
0.166,0.617,0.17,0.54,0.163,0.096,33,198,33,198,33,132
0.163,0.229,0.178,0.209,0.057,0.025,33,33,33,33,33,33
0.191,0.991,0.17,0.539,0.248,0.131,33,198,33,198,33,264
0.213,0.337,0.176,0.233,0.07,0.048,33,33,33,33,33,66
0.162,0.141,0.165,0.199,0.043,0.025,33,33,33,33,33,0
0.167,0.765,0.17,0.475,0.176,0.107,33,165,33,165,33,198
0.166,0.582,0.167,0.472,0.149,0.084,33,165,33,165,33,132
0.162,0.449,0.167,0.339,0.11,0.06,33,99,33,99,33,99
0.162,0.239,0.167,0.209,0.057,0.036,33,33,33,33,33,33
0.167,0.463,0.172,0.422,0.123,0.06,33,132,33,132,33,99
0.163,0.383,0.167,0.406,0.11,0.06,33,132,33,132,33,66
0.165,0.254,0.165,0.275,0.07,0.036,33,66,33,66,33,33
0.175,0.746,0.19,0.477,0.179,0.084,33,165,33,165,33,198
0.182,0.768,0.171,0.544,0.191,0.096,33,198,33,198,33,198
0.166,0.439,0.168,0.345,0.11,0.048,33,99,33,99,33,99
0.168,0.712,0.169,0.341,0.149,0.084,33,99,33,99,33,198
0.167,0.819,0.177,0.408,0.175,0.096,33,132,33,132,33,231
0.168,0.278,0.167,0.338,0.083,0.048,33,99,33,99,33,33
0.165,0.319,0.172,0.209,0.07,0.036,33,33,33,33,33,66
0.165,0.142,0.166,0.199,0.043,0.025,33,33,33,33,33,0
0.166,0.516,0.166,0.537,0.15,0.084,33,198,33,198,33,99
0.17,0.522,0.17,0.276,0.111,0.06,33,66,33,66,33,132
0.185,0.823,0.177,0.41,0.179,0.098,33,132,33,132,33,231
0.164,0.555,0.165,0.405,0.137,0.072,33,132,33,132,33,132
0.166,0.386,0.165,0.405,0.109,0.061,33,132,33,132,33,66
0.17,0.766,0.171,0.537,0.191,0.096,33,198,33,198,33,198
0.167,0.567,0.167,0.473,0.15,0.072,33,165,33,165,33,132
0.164,0.44,0.166,0.343,0.11,0.048,33,99,33,99,33,99
0.164,0.678,0.166,0.476,0.222,0.073,33,165,33,165,33,132
0.229,0.376,0.166,0.348,0.1,0.061,33,99,33,99,33,66
0.164,0.468,0.166,0.409,0.124,0.061,33,132,33,132,33,99
0.166,0.777,0.168,0.538,0.19,0.108,33,198,33,198,33,198
0.167,0.541,0.169,0.386,0.124,0.06,33,99,33,99,33,132
0.172,0.334,0.167,0.276,0.083,0.036,33,66,33,66,33,66
0.168,0.333,0.189,0.278,0.083,0.037,33,66,33,66,33,66
0.159,0.332,0.166,0.206,0.071,0.048,33,33,33,33,33,66
0.165,0.932,0.173,0.472,0.205,0.108,33,165,33,165,33,264
0.159,0.227,0.165,0.209,0.057,0.024,33,33,33,33,33,33
0.167,0.358,0.165,0.339,0.096,0.049,33,99,33,99,33,66
0.168,1.041,0.17,0.777,0.257,0.158,33,297,33,297,33,264
0.169,0.332,0.165,0.274,0.083,0.036,33,66,33,66,33,66
0.162,0.141,0.165,0.199,0.043,0.025,33,33,33,33,33,0
0.157,0.236,0.163,0.223,0.064,0.024,33,33,33,33,33,33
0.198,0.511,0.193,0.502,0.138,0.073,33,165,33,165,33,99
0.196,0.463,0.168,0.409,0.123,0.06,33,132,33,132,33,99
0.165,0.386,0.166,0.405,0.11,0.06,33,132,33,132,33,66
0.165,0.413,0.164,0.408,0.11,0.087,33,132,33,132,33,66
0.165,0.321,0.166,0.218,0.07,0.036,33,33,33,33,33,66
0.172,0.375,0.185,0.341,0.096,0.063,33,99,33,99,33,66
0.17,0.957,0.176,0.472,0.192,0.131,33,165,33,165,33,231
0.177,0.467,0.175,0.356,0.12,0.064,33,99,33,99,33,99
0.168,0.357,0.169,0.339,0.096,0.048,33,99,33,99,33,66
0.165,0.424,0.17,0.272,0.097,0.048,33,66,33,66,33,99
0.195,0.23,0.166,0.222,0.059,0.024,33,33,33,33,33,33
0.18,0.248,0.168,0.21,0.056,0.025,33,33,33,33,33,33
0.171,0.541,0.188,0.339,0.123,0.072,33,99,33,99,33,132
0.165,0.255,0.168,0.273,0.07,0.036,33,66,33,66,33,33
0.206,0.236,0.174,0.224,0.058,0.025,33,33,33,33,33,33
0.171,0.254,0.163,0.276,0.071,0.036,33,66,33,66,33,33
0.16,0.253,0.172,0.275,0.07,0.037,33,66,33,66,33,33
0.168,0.266,0.177,0.276,0.07,0.05,33,66,33,66,33,33
0.16,0.247,0.166,0.207,0.075,0.024,33,33,33,33,33,33
0.161,0.145,0.164,0.202,0.043,0.025,33,33,33,33,33,0
0.164,0.226,0.164,0.209,0.056,0.024,33,33,33,33,33,33
0.169,0.232,0.163,0.212,0.06,0.025,33,33,33,33,33,33
0.162,0.256,0.167,0.275,0.069,0.037,33,66,33,66,33,33
0.161,0.243,0.164,0.206,0.057,0.025,33,33,33,33,33,33
0.185,2.972,0.19,1.866,0.726,0.435,198,693,198,693,165,726
0.187,1.069,0.186,1.018,0.294,0.224,198,264,198,264,165,99
0.173,1.469,0.171,1.195,0.383,0.249,198,330,198,330,165,231
0.186,1.598,0.187,1.079,0.4,0.251,198,297,198,297,165,297
0.169,0.913,0.169,0.607,0.215,0.153,198,66,198,66,165,99
0.186,1.489,0.222,1.007,0.364,0.259,198,264,198,264,165,231
0.168,1.084,0.17,0.675,0.242,0.164,198,99,198,99,165,132
0.176,1.141,0.195,0.817,0.282,0.178,198,165,198,165,165,165
0.183,0.73,0.169,0.605,0.189,0.126,198,66,198,66,165,33
0.174,1.221,0.178,0.763,0.281,0.194,198,132,198,132,165,198
0.17,1.098,0.175,0.671,0.255,0.163,198,99,198,99,165,165
0.175,1.15,0.174,0.809,0.282,0.188,198,165,198,165,165,165
0.172,1.066,0.19,0.82,0.273,0.175,198,165,198,165,165,132
0.19,0.914,0.185,0.631,0.215,0.151,198,66,198,66,165,99
0.174,1.137,0.197,1.01,0.308,0.214,198,264,198,264,165,132
0.173,1.516,0.174,1.004,0.361,0.26,198,264,198,264,165,264
0.175,0.816,0.185,0.597,0.19,0.127,198,33,198,33,165,66
0.171,0.825,0.168,0.608,0.202,0.128,198,66,198,66,165,66
0.173,1.329,0.173,1.016,0.334,0.231,198,264,198,264,165,198
0.167,1.034,0.172,0.748,0.257,0.164,198,132,198,132,165,132
0.172,1.328,0.188,0.936,0.323,0.261,198,231,198,231,165,198
0.165,0.705,0.168,0.555,0.176,0.114,198,33,198,33,165,33
0.178,1.126,0.178,0.739,0.271,0.175,198,132,198,132,165,165
0.169,1.048,0.173,0.675,0.241,0.178,198,99,198,99,165,132
0.166,0.725,0.169,0.562,0.177,0.129,198,33,198,33,165,33
0.187,1.776,0.202,1.348,0.46,0.304,198,429,198,429,165,330
0.173,0.928,0.171,0.671,0.231,0.153,198,99,198,99,165,99
0.169,0.929,0.187,0.609,0.216,0.142,198,66,198,66,165,99
0.184,1.081,0.191,1.074,0.307,0.226,198,297,198,297,165,99
0.191,1.223,0.174,1.271,0.361,0.249,198,396,198,396,165,132
0.171,1.031,0.174,0.74,0.255,0.163,198,132,198,132,165,132
0.178,1.511,0.178,1.143,0.388,0.242,198,330,198,330,165,264
0.17,1.084,0.176,0.874,0.282,0.188,198,198,198,198,165,132
0.18,0.707,0.169,0.541,0.175,0.117,198,33,198,33,165,33
0.175,1.448,0.174,0.87,0.341,0.23,198,198,198,198,165,264
0.167,0.808,0.171,0.541,0.188,0.139,198,33,198,33,165,66
0.165,0.62,0.168,0.531,0.162,0.115,198,33,198,33,165,0
0.169,1.245,0.176,0.81,0.294,0.204,198,165,198,165,165,198
0.187,1.06,0.173,0.809,0.268,0.178,198,165,198,165,165,132
